@relation seismic-bumps-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S1

@attribute shift {W,N}
@attribute genergy numeric
@attribute gdenergy numeric
@attribute gdpuls numeric
@attribute nbumps numeric
@attribute nbumps3 numeric
@attribute nbumps7 numeric
@attribute nbumps89 numeric
@attribute energy numeric
@attribute class {1,0}

@data
W,87260,275,258,1,0,0,0,80000,0
W,30060,29,66,0,0,0,0,0,0
N,23670,153,140,1,0,0,0,300,0
N,15600,67,83,0,0,0,0,0,0
W,13520,-42,-23,0,0,0,0,0,0
W,16590,61,17,1,0,0,0,300,0
W,10000,-62,-49,1,0,0,0,500,0
W,19140,-10,-12,0,0,0,0,0,0
W,34020,60,38,0,0,0,0,0,0
W,25400,19,31,0,0,0,0,0,0
W,19910,-24,-2,1,1,0,0,5000,0
W,15770,-26,-12,0,0,0,0,0,0
W,19860,-24,-21,0,0,0,0,0,0
W,35130,65,38,0,0,0,0,0,0
W,26630,25,27,0,0,0,0,0,0
N,15280,63,74,0,0,0,0,0,0
N,10820,16,75,0,0,0,0,0,0
N,7170,-23,-7,0,0,0,0,0,0
W,14930,-46,-42,0,0,0,0,0,0
W,20670,-25,-10,0,0,0,0,0,0
W,17360,-37,-9,0,0,0,0,0,0
W,12840,157,40,0,0,0,0,0,0
W,28010,23,3,0,0,0,0,0,0
N,17620,91,151,1,0,0,0,300,0
W,12950,-38,-31,0,0,0,0,0,0
W,17320,-17,-6,0,0,0,0,0,0
W,28610,12,-15,2,1,0,0,6900,0
W,16170,-37,6,0,0,0,0,0,0
W,15600,-39,-30,0,0,0,0,0,0
W,52360,150,61,0,0,0,0,0,0
W,44960,115,88,1,0,0,0,200,0
W,18580,-7,25,0,0,0,0,0,0
N,12240,33,104,0,0,0,0,0,0
W,16840,-28,-17,0,0,0,0,0,0
W,15820,-32,0,0,0,0,0,0,0
W,17690,-24,-26,1,0,0,0,300,0
W,15380,-34,-34,0,0,0,0,0,0
N,9540,3,53,0,0,0,0,0,0
N,18040,95,43,0,0,0,0,0,0
N,8100,-12,35,0,0,0,0,0,0
N,8690,-6,18,0,0,0,0,0,0
N,7120,-23,2,0,0,0,0,0,0
N,8380,-9,6,0,0,0,0,0,0
N,5280,-43,5,0,0,0,0,0,0
N,6260,-33,-11,0,0,0,0,0,0
N,6170,-33,-16,0,0,0,0,0,0
N,5510,-40,-29,0,0,0,0,0,0
N,5780,-36,-25,0,0,0,0,0,0
N,6390,-29,-36,0,0,0,0,0,0
N,7340,-19,-28,0,0,0,0,0,0
N,17730,97,-38,0,0,0,0,0,0
N,650,-82,-28,0,0,0,0,0,0
N,1400,-62,-47,0,0,0,0,0,0
N,2390,-73,-77,0,0,0,0,0,0
N,5760,-36,-70,0,0,0,0,0,0
N,1910,-48,-20,0,0,0,0,0,0
N,6220,-26,-65,0,0,0,0,0,0
N,2770,-67,-79,0,0,0,0,0,0
N,2940,-20,-40,0,0,0,0,0,0
N,2960,-19,-16,0,0,0,0,0,0
N,3990,66,98,0,0,0,0,0,0
N,2840,18,-1,0,0,0,0,0,0
N,5900,-30,-71,1,1,0,0,2000,0
N,6980,-10,-81,1,0,0,0,300,0
N,3540,62,74,0,0,0,0,0,0
W,10360,76,-49,0,0,0,0,0,0
W,8820,50,-5,0,0,0,0,0,0
W,2880,-74,-67,1,1,0,0,2000,0
W,15470,163,12,0,0,0,0,0,0
W,15120,-35,-58,1,1,0,0,3000,0
W,14140,-39,-50,0,0,0,0,0,0
W,8180,-64,-66,0,0,0,0,0,0
W,16360,-28,-63,1,0,0,0,800,0
W,8450,-63,-70,0,0,0,0,0,0
W,7090,-69,-69,0,0,0,0,0,0
W,15160,-33,-55,1,0,0,0,500,0
W,22140,-2,-53,1,1,0,0,2000,0
W,17710,-22,-52,0,0,0,0,0,0
W,16430,-27,-47,1,1,0,0,6000,0
W,38820,259,137,0,0,0,0,0,0
W,27540,28,-24,0,0,0,0,0,0
W,21280,-1,-43,0,0,0,0,0,0
W,11570,-46,-56,0,0,0,0,0,0
W,12350,101,21,0,0,0,0,0,0
W,18850,-13,-43,0,0,0,0,0,0
N,14000,81,-20,0,0,0,0,0,0
N,12470,61,-38,0,0,0,0,0,0
W,7100,-37,-19,0,0,0,0,0,0
W,6020,-71,-64,0,0,0,0,0,0
W,17800,58,56,0,0,0,0,0,0
W,20500,82,157,0,0,0,0,0,0
W,23210,12,-27,1,0,0,0,900,0
W,14070,25,81,0,0,0,0,0,0
W,24100,16,-45,0,0,0,0,0,0
W,15380,37,50,0,0,0,0,0,0
W,33560,194,111,0,0,0,0,0,0
W,38560,237,166,1,1,0,0,7000,0
W,11440,0,81,0,0,0,0,0,0
W,11720,-39,-47,1,0,0,0,700,0
W,12740,-33,-39,0,0,0,0,0,0
W,19820,73,89,0,0,0,0,0,0
W,12400,9,44,0,0,0,0,0,0
W,22900,20,-1,0,0,0,0,0,0
W,11320,-6,56,0,0,0,0,0,0
W,14770,-19,-24,0,0,0,0,0,0
W,18170,50,35,0,0,0,0,0,0
W,19300,60,69,0,0,0,0,0,0
W,16640,38,35,0,0,0,0,0,0
W,12370,2,15,0,0,0,0,0,0
W,20720,13,-11,0,0,0,0,0,0
W,12430,-32,-41,0,0,0,0,0,0
W,6360,-51,-16,0,0,0,0,0,0
W,7600,-42,-25,0,0,0,0,0,0
W,8690,-34,-23,0,0,0,0,0,0
W,10980,-16,0,0,0,0,0,0,0
W,16110,23,23,0,0,0,0,0,0
W,38880,197,110,1,1,0,0,2000,0
W,36230,177,151,1,1,0,0,8000,0
W,23800,82,65,0,0,0,0,0,0
W,17590,36,53,0,0,0,0,0,0
W,19810,21,-22,0,0,0,0,0,0
W,12800,-22,-20,0,0,0,0,0,0
W,26350,104,75,0,0,0,0,0,0
W,25850,100,83,0,0,0,0,0,0
W,24840,92,87,0,0,0,0,0,0
W,19340,18,-19,1,1,0,0,3000,0
W,29060,125,103,1,0,0,0,300,0
W,39970,196,147,0,0,0,0,0,0
W,28920,114,96,0,0,0,0,0,0
W,21860,39,14,1,1,0,0,4000,0
W,15180,-3,-21,0,0,0,0,0,0
W,10150,-25,-3,0,0,0,0,0,0
W,8260,-39,2,0,0,0,0,0,0
W,27670,283,53,0,0,0,0,0,0
W,32730,353,506,0,0,0,0,0,0
W,11090,54,249,0,0,0,0,0,0
W,15740,8,-24,1,1,0,0,3000,0
W,10730,-26,-36,0,0,0,0,0,0
W,26740,83,60,2,0,0,0,1400,0
W,26960,85,41,0,0,0,0,0,0
W,16540,2,-11,0,0,0,0,0,0
W,13550,-7,-2,0,0,0,0,0,0
W,23820,63,44,0,0,0,0,0,0
W,21000,40,28,1,0,0,0,200,0
W,31340,109,92,2,1,0,0,9500,0
W,22830,53,61,0,0,0,0,0,0
W,25080,62,12,2,1,0,0,9500,0
W,12980,-13,16,0,0,0,0,0,0
W,10270,-31,-19,0,0,0,0,0,0
W,20910,179,233,0,0,0,0,0,0
W,9410,-37,2,0,0,0,0,0,0
W,41740,164,143,0,0,0,0,0,0
W,22710,191,166,0,0,0,0,0,0
W,15710,101,70,0,0,0,0,0,0
W,15030,-5,22,0,0,0,0,0,0
W,26860,244,153,0,0,0,0,0,0
W,11630,-27,21,0,0,0,0,0,0
W,24690,56,42,0,0,0,0,0,0
W,14570,-8,-18,0,0,0,0,0,0
N,10210,169,251,0,0,0,0,0,0
N,8070,270,278,0,0,0,0,0,0
W,15930,-2,-21,0,0,0,0,0,0
W,33620,97,77,1,0,0,0,700,0
W,32960,93,128,0,0,0,0,0,0
W,22640,32,60,2,0,0,0,400,0
W,31800,295,313,0,0,0,0,0,1
W,16940,-1,6,1,0,0,0,30000,0
W,13880,-22,11,0,0,0,0,0,0
W,18340,3,17,0,0,0,0,0,0
W,19420,9,29,0,0,0,0,0,0
W,21300,19,55,1,1,0,0,2000,0
W,23490,32,63,0,0,0,0,0,0
W,17970,1,13,0,0,0,0,0,0
W,17310,-3,6,0,0,0,0,0,0
W,17730,-1,24,0,0,0,0,0,0
W,25180,39,24,0,0,0,0,0,0
W,32240,77,47,0,0,0,0,0,0
W,21770,35,28,0,0,0,0,0,0
W,19680,121,37,0,0,0,0,0,1
W,22320,39,48,1,0,0,0,10000,0
W,15060,-17,29,0,0,0,0,0,0
W,23020,27,40,0,0,0,0,0,0
W,18850,4,23,0,0,0,0,0,0
W,9090,-51,4,0,0,0,0,0,0
N,10690,182,227,0,0,0,0,0,0
N,11040,191,181,0,0,0,0,0,0
W,19430,5,-8,1,0,0,0,600,0
W,21300,33,10,0,0,0,0,0,0
W,13200,-18,-15,0,0,0,0,0,0
W,13770,-14,9,0,0,0,0,0,0
W,33400,81,52,0,0,0,0,0,0
W,46080,146,87,0,0,0,0,0,0
W,27940,74,39,0,0,0,0,0,0
W,17600,-6,8,0,0,0,0,0,0
W,17050,-9,-5,0,0,0,0,0,0
W,10220,-45,-14,0,0,0,0,0,0
W,14830,-21,-2,0,0,0,0,0,0
W,23560,26,9,0,0,0,0,0,0
W,34110,112,70,3,1,0,0,5300,0
W,26120,62,39,1,0,0,0,400,0
W,11160,-41,7,0,0,0,0,0,0
W,11830,-27,-18,0,0,0,0,0,0
W,12150,-36,-29,0,0,0,0,0,0
W,12180,-24,44,0,0,0,0,0,0
W,14980,-7,9,0,0,0,0,0,0
W,44150,134,88,0,0,0,0,0,0
W,32670,103,95,1,0,0,0,800,0
W,17470,-9,23,1,0,0,0,300,0
N,12840,37,51,1,0,0,0,200,0
N,12260,31,32,1,0,0,0,200,0
N,6010,-36,5,0,0,0,0,0,0
N,9450,1,12,0,0,0,0,0,0
N,10890,16,-9,0,0,0,0,0,0
N,7780,-17,-7,0,0,0,0,0,0
N,9430,22,-38,1,0,0,0,400,0
N,9220,-2,-11,0,0,0,0,0,0
N,5590,-40,-16,1,0,0,0,300,0
N,5030,-28,-29,0,0,0,0,0,0
N,7330,5,-42,0,0,0,0,0,0
N,5480,-21,27,0,0,0,0,0,0
N,10970,17,9,1,0,0,0,500,0
N,3320,-52,-44,0,0,0,0,0,0
N,2910,-58,-54,0,0,0,0,0,0
N,8510,22,-38,0,0,0,0,0,0
N,7410,6,-20,0,0,0,0,0,0
N,6470,-7,-41,0,0,0,0,0,0
N,5840,-17,-39,0,0,0,0,0,0
N,6980,0,-49,0,0,0,0,0,0
N,4810,-49,-56,0,0,0,0,0,0
N,8540,22,-51,2,1,0,0,2600,0
N,3580,-49,-50,0,0,0,0,0,0
N,6450,-30,-48,0,0,0,0,0,0
N,2000,-78,-58,0,0,0,0,0,0
N,4120,-40,-59,0,0,0,0,0,0
W,3560,-79,-67,0,0,0,0,0,0
W,6340,-62,-60,0,0,0,0,0,0
W,7680,-59,-60,0,0,0,0,0,0
W,7920,-53,-30,0,0,0,0,0,0
W,8720,-48,-31,0,0,0,0,0,0
N,10920,58,-16,1,0,0,0,200,0
N,9870,8,16,1,1,0,0,8000,0
N,6690,-3,0,0,0,0,0,0,0
N,5820,-37,-1,0,0,0,0,0,0
N,12520,37,3,0,0,0,0,0,0
N,8820,-4,-10,0,0,0,0,0,0
N,10540,15,3,0,0,0,0,0,0
N,16010,75,43,0,0,0,0,0,0
W,17610,5,-13,0,0,0,0,0,0
W,13930,-26,-32,0,0,0,0,0,0
N,15290,75,47,0,0,0,0,0,0
N,14190,62,30,0,0,0,0,0,0
N,11730,34,13,0,0,0,0,0,0
W,9670,-48,-56,0,0,0,0,0,0
W,14180,-24,-44,0,0,0,0,0,0
W,48240,187,116,0,0,0,0,0,0
W,5680,-66,-20,0,0,0,0,0,0
W,9590,-49,-64,1,0,0,0,300,0
W,5930,-65,-54,0,0,0,0,0,0
W,4170,-78,-64,0,0,0,0,0,0
W,30740,83,22,1,0,0,0,900,0
W,29990,79,35,1,0,0,0,400,0
W,16330,-13,-28,0,0,0,0,0,0
W,17000,1,28,0,0,0,0,0,0
W,9840,-43,-28,0,0,0,0,0,0
W,17050,-2,-30,1,0,0,0,700,0
W,26220,51,22,0,0,0,0,0,0
W,26800,54,13,0,0,0,0,0,0
W,31690,82,13,0,0,0,0,0,0
W,30110,73,49,1,1,0,0,4000,0
W,13710,-21,6,0,0,0,0,0,0
W,15300,-2,-4,1,0,0,0,400,0
W,15300,-2,15,0,0,0,0,0,0
W,10100,-35,16,0,0,0,0,0,0
N,10670,47,38,0,0,0,0,0,0
N,9920,37,36,0,0,0,0,0,0
N,5280,-40,-1,0,0,0,0,0,0
N,11800,63,14,0,0,0,0,0,0
N,22200,153,130,1,1,0,0,3000,0
N,19560,123,121,1,0,0,0,700,0
W,17670,4,-3,0,0,0,0,0,1
W,16290,-4,-17,1,0,0,0,20000,0
W,10160,-40,-21,0,0,0,0,0,0
W,10050,-41,-39,0,0,0,0,0,0
W,8210,-52,-37,0,0,0,0,0,0
W,8880,-48,-44,0,0,0,0,0,0
W,29730,283,120,0,0,0,0,0,0
W,13540,-20,-21,0,0,0,0,0,0
W,20860,180,131,0,0,0,0,0,1
W,13960,-12,12,1,0,0,0,30000,0
W,24880,85,37,0,0,0,0,0,0
W,33640,150,81,0,0,0,0,0,0
W,29790,121,80,0,0,0,0,0,0
W,29500,119,106,0,0,0,0,0,1
W,26780,99,160,1,0,0,0,60000,0
W,19370,44,85,0,0,0,0,0,0
W,22910,72,62,0,0,0,0,0,0
W,16240,22,74,0,0,0,0,0,0
W,27960,110,91,0,0,0,0,0,0
W,39760,198,102,1,0,0,0,900,0
W,22460,69,89,1,0,0,0,400,0
W,11320,-15,33,0,0,0,0,0,0
W,16320,23,17,0,0,0,0,0,0
W,23490,76,54,1,1,0,0,1000,0
W,13260,-8,36,0,0,0,0,0,0
W,14300,0,4,2,2,0,0,8000,0
W,12160,-15,-12,0,0,0,0,0,0
W,12030,-16,-26,0,0,0,0,0,0
W,17050,19,-12,0,0,0,0,0,0
W,62880,338,99,1,0,0,0,700,0
W,45070,214,145,0,0,0,0,0,0
W,27960,95,94,0,0,0,0,0,0
W,25930,70,43,0,0,0,0,0,0
W,41230,152,70,1,0,0,0,400,0
W,33430,105,80,0,0,0,0,0,0
W,42220,159,79,0,0,0,0,0,1
W,37590,146,153,1,0,0,0,40000,0
W,22450,47,29,0,0,0,0,0,0
W,23790,56,34,0,0,0,0,0,0
W,43780,168,84,1,1,0,0,1000,0
W,44010,167,109,1,0,0,0,500,0
W,32500,97,90,1,0,0,0,300,0
W,54860,233,115,0,0,0,0,0,0
W,60140,267,181,2,2,0,0,3000,0
W,45520,177,164,0,0,0,0,0,0
W,72090,338,147,0,0,0,0,0,0
W,61310,274,227,1,1,0,0,3000,0
W,65800,300,255,0,0,0,0,0,0
W,40130,120,162,2,0,0,0,1100,0
N,30840,235,235,0,0,0,0,0,0
W,22820,25,65,0,0,0,0,0,0
W,23750,32,44,1,0,0,0,600,0
W,23260,27,48,0,0,0,0,0,0
W,50860,178,94,0,0,0,0,0,0
W,75890,315,245,1,1,0,0,1000,0
W,48130,163,163,0,0,0,0,0,0
W,24490,10,82,0,0,0,0,0,0
W,32180,44,57,1,0,0,0,400,0
W,40560,82,90,2,0,0,0,1200,0
W,50130,125,172,2,0,0,0,1100,0
W,58100,161,113,1,0,0,0,300,0
W,30610,37,112,1,0,0,0,300,0
W,61620,176,104,0,0,0,0,0,1
W,90960,308,243,2,1,0,0,32000,0
W,91210,267,255,0,0,0,0,0,0
W,66780,169,204,0,0,0,0,0,0
W,46640,88,116,0,0,0,0,0,1
W,53730,116,117,1,0,0,0,80000,0
W,56690,158,115,1,1,0,0,1000,0
W,45680,84,92,1,0,0,0,500,0
W,63390,188,179,1,1,0,0,7000,0
W,42350,70,144,0,0,0,0,0,0
N,32410,252,295,0,0,0,0,0,0
N,21540,134,182,2,1,0,0,4200,0
W,24510,-16,9,0,0,0,0,0,0
W,47370,62,71,0,0,0,0,0,0
W,30730,5,14,0,0,0,0,0,0
W,22550,-23,10,1,0,0,0,300,0
W,19790,-32,6,1,0,0,0,400,0
W,17960,-38,0,0,0,0,0,0,0
W,20160,-40,-25,0,0,0,0,0,0
W,9730,-71,-47,0,0,0,0,0,0
W,21060,-37,-36,0,0,0,0,0,1
W,74960,124,60,1,0,0,0,10000,0
W,45650,55,34,0,0,0,0,0,0
W,31160,-7,23,1,1,0,0,5000,0
W,31240,-7,-9,1,1,0,0,2000,0
W,28930,-13,3,0,0,0,0,0,0
N,25390,176,182,0,0,0,0,0,0
N,16500,115,96,0,0,0,0,0,0
W,18180,-47,-36,0,0,0,0,0,0
W,23600,-31,-26,0,0,0,0,0,0
W,21430,-37,-19,0,0,0,0,0,0
W,69390,104,16,2,1,0,0,3700,0
W,48330,42,45,0,0,0,0,0,0
W,63800,88,121,0,0,0,0,0,0
N,29720,287,195,0,0,0,0,0,0
N,19500,112,122,0,0,0,0,0,0
N,21780,136,209,0,0,0,0,0,0
N,17390,89,136,0,0,0,0,0,0
N,17670,130,56,0,0,0,0,0,0
N,16460,79,92,0,0,0,0,0,0
N,11240,22,82,0,0,0,0,0,0
N,12300,34,39,0,0,0,0,0,0
N,10900,34,4,1,0,0,0,700,0
N,11230,19,22,0,0,0,0,0,0
N,9870,5,14,0,0,0,0,0,0
N,9450,0,3,0,0,0,0,0,0
N,6330,-33,4,0,0,0,0,0,0
N,14040,49,29,0,0,0,0,0,0
N,12290,30,49,1,0,0,0,500,0
N,8190,-13,3,0,0,0,0,0,0
N,8390,262,-65,0,0,0,0,0,0
N,5890,-43,-13,0,0,0,0,0,0
N,4030,-61,-24,0,0,0,0,0,0
N,7920,-23,-28,0,0,0,0,0,0
N,6010,-41,-38,0,0,0,0,0,0
N,8780,279,91,0,0,0,0,0,0
N,9150,-11,-26,0,0,0,0,0,0
N,7240,-29,-14,0,0,0,0,0,0
N,6260,-26,-42,0,0,0,0,0,0
N,7460,-28,-32,0,0,0,0,0,0
N,8460,-18,-28,1,0,0,0,200,0
W,27630,-23,-27,0,0,0,0,0,0
W,24160,-23,-32,0,0,0,0,0,0
W,25200,-20,-40,1,1,0,0,1000,1
W,94190,161,117,5,1,0,0,116500,0
W,93020,158,140,1,0,0,0,600,0
W,46520,25,52,0,0,0,0,0,0
W,38530,3,18,1,0,0,0,700,0
W,27900,-25,11,0,0,0,0,0,0
W,59250,59,39,1,0,0,0,500,0
W,108280,190,106,2,1,0,0,9500,0
W,59410,59,48,2,0,0,0,900,0
W,22840,146,311,0,0,0,0,0,0
W,21200,-43,-24,1,0,0,0,200,0
W,38330,-1,-3,1,0,0,0,600,0
W,90650,135,86,2,2,0,0,4000,0
W,49660,48,36,0,0,0,0,0,0
W,27810,-17,-9,0,0,0,0,0,0
W,16470,-57,-38,0,0,0,0,0,0
W,35300,-9,-24,0,0,0,0,0,0
W,66320,72,53,2,2,0,0,6000,0
W,26460,-21,1,1,1,0,0,1000,0
W,16680,-59,-49,1,0,0,0,100,0
W,20140,-43,-57,1,1,0,0,3000,0
W,14890,-64,-53,0,0,0,0,0,0
W,29520,-28,-32,0,0,0,0,0,0
W,55200,35,9,1,1,0,0,4000,1
W,43900,24,48,1,0,0,0,80000,0
W,28150,-31,-9,0,0,0,0,0,0
W,18540,-55,-22,0,0,0,0,0,0
N,16470,60,88,0,0,0,0,0,0
N,16440,59,83,0,0,0,0,0,0
N,10110,-2,51,0,0,0,0,0,0
N,13330,29,26,0,0,0,0,0,0
N,9910,-4,22,0,0,0,0,0,0
N,21920,112,117,1,1,0,0,4000,0
N,10680,3,44,0,0,0,0,0,0
W,15210,-64,-56,0,0,0,0,0,0
N,38060,357,189,0,0,0,0,0,0
N,20620,105,132,0,0,0,0,0,0
N,17500,74,86,0,0,0,0,0,0
W,35290,-16,-36,0,0,0,0,0,0
W,55570,54,-6,2,1,0,0,3100,0
W,29710,-18,-20,0,0,0,0,0,0
W,46880,30,-12,0,0,0,0,0,0
W,77870,626,18,0,0,0,0,0,0
W,82030,681,57,3,0,0,0,1300,0
W,21320,-38,-30,0,0,0,0,0,0
W,17300,-56,-43,1,1,0,0,7000,0
W,19760,-42,-43,0,0,0,0,0,0
W,47670,40,-11,0,0,0,0,0,0
W,40280,284,278,0,0,0,0,0,0
W,19290,-51,-25,1,0,0,0,200,0
W,59210,73,23,2,2,0,0,4000,0
W,31590,175,74,0,0,0,0,0,0
W,24650,-29,-41,0,0,0,0,0,0
W,19370,-44,-38,0,0,0,0,0,0
W,48710,41,-3,0,0,0,0,0,0
W,42860,24,5,0,0,0,0,0,0
W,33930,-2,-14,1,1,0,0,4000,0
W,40070,16,-11,0,0,0,0,0,1
W,56650,64,23,1,0,0,0,10000,0
W,45530,37,37,0,0,0,0,0,0
W,37520,13,57,0,0,0,0,0,0
W,64380,94,57,4,1,0,0,4200,1
W,67200,102,76,2,1,0,0,12000,0
W,35910,8,19,0,0,0,0,0,0
W,40610,22,25,0,0,0,0,0,0
W,13330,-64,-39,0,0,0,0,0,0
W,12440,-63,-38,0,0,0,0,0,0
W,12600,-60,-47,0,0,0,0,0,0
W,44800,253,52,0,0,0,0,0,0
W,12000,-5,64,0,0,0,0,0,0
W,18510,-42,-42,0,0,0,0,0,0
W,37110,17,-3,1,1,0,0,1000,0
W,65790,107,64,1,1,0,0,7000,0
W,28230,-11,3,0,0,0,0,0,0
W,21520,-32,-5,0,0,0,0,0,0
W,35450,6,8,2,0,0,0,600,1
W,49930,43,49,2,0,0,0,10200,0
W,28780,-18,26,0,0,0,0,0,0
W,22900,-32,-8,0,0,0,0,0,0
W,43270,29,28,0,0,0,0,0,1
N,135210,1245,838,2,1,0,0,208000,0
N,54770,445,450,0,0,0,0,0,0
N,30110,199,207,1,1,0,0,2000,0
W,26990,-20,-24,0,0,0,0,0,0
W,36970,9,3,0,0,0,0,0,0
W,31160,-6,20,1,0,0,0,400,0
W,40770,20,-10,0,0,0,0,0,0
W,51560,52,8,0,0,0,0,0,0
W,37610,11,0,0,0,0,0,0,0
W,36100,8,17,0,0,0,0,0,1
N,32600,224,153,2,0,0,0,60500,0
W,18820,-45,-28,0,0,0,0,0,1
W,25710,-25,-33,1,0,0,0,10000,0
W,14000,-59,-48,0,0,0,0,0,0
W,18680,-47,-44,2,1,0,0,2500,0
W,37440,7,-35,0,0,0,0,0,0
W,36460,4,-14,0,0,0,0,0,0
W,20610,-41,-36,0,0,0,0,0,0
W,21350,-38,-31,0,0,0,0,0,0
W,39850,13,-32,1,0,0,0,300,0
W,39410,12,9,1,1,0,0,3000,0
W,28440,-19,-27,0,0,0,0,0,0
W,21750,-38,-40,0,0,0,0,0,0
W,68830,96,13,2,2,0,0,5000,0
W,29550,-16,-13,0,0,0,0,0,0
W,23710,-32,-31,1,1,0,0,1000,0
W,24650,-30,-30,0,0,0,0,0,0
W,31030,-8,0,1,0,0,0,600,0
N,19200,131,149,0,0,0,0,0,0
N,23200,179,118,0,0,0,0,0,0
N,10820,8,22,1,1,0,0,3000,0
W,13360,-59,-61,0,0,0,0,0,0
W,58460,73,1,2,1,0,0,3900,1
W,26370,73,119,1,0,0,0,30000,0
N,13110,57,148,0,0,0,0,0,0
N,11010,32,90,0,0,0,0,0,0
N,15840,90,64,1,1,0,0,4000,0
N,12650,52,27,0,0,0,0,0,0
N,10020,0,6,0,0,0,0,0,0
W,11390,-66,-55,0,0,0,0,0,0
W,19890,-40,-55,1,1,0,0,8000,1
W,56940,72,48,1,0,0,0,40000,0
W,27390,-17,30,0,0,0,0,0,0
W,26940,-18,-17,0,0,0,0,0,0
N,15760,89,89,0,0,0,0,0,0
N,13160,58,61,0,0,0,0,0,0
W,20550,-37,-26,0,0,0,0,0,1
W,28510,-7,-13,1,0,0,0,10000,0
W,26210,-20,20,0,0,0,0,0,1
N,18840,126,158,1,0,0,0,300000,0
N,18440,122,137,1,0,0,0,200,0
N,11080,33,104,0,0,0,0,0,0
N,16380,63,112,0,0,0,0,0,0
W,27440,-5,-28,1,0,0,0,400,0
W,44980,45,19,0,0,0,0,0,0
W,31430,1,10,1,0,0,0,600,0
W,21660,-30,-14,0,0,0,0,0,0
W,38220,33,35,1,1,0,0,6000,0
N,20040,99,123,0,0,0,0,0,0
N,9660,-4,47,0,0,0,0,0,0
N,11020,10,69,0,0,0,0,0,0
N,10410,4,21,0,0,0,0,0,0
N,15040,50,32,1,0,0,0,400,0
N,5600,-44,-1,0,0,0,0,0,0
N,7560,-25,47,1,0,0,0,300,0
N,10370,3,16,0,0,0,0,0,0
N,8850,-12,4,0,0,0,0,0,0
N,5640,-47,-21,0,0,0,0,0,0
N,6700,-36,-7,0,0,0,0,0,0
N,10140,12,-5,0,0,0,0,0,0
N,7290,-20,0,0,0,0,0,0,1
N,9030,-14,-8,1,0,0,0,80000,0
N,3380,-68,-30,0,0,0,0,0,0
N,5180,-43,-10,0,0,0,0,0,0
N,10300,13,-22,0,0,0,0,0,0
N,5350,-49,-57,0,0,0,0,0,0
N,5520,-38,-8,0,0,0,0,0,0
N,7300,210,83,0,0,0,0,0,0
N,7510,-15,-24,0,0,0,0,0,0
N,4340,-51,-31,0,0,0,0,0,0
N,6850,191,309,0,0,0,0,0,0
N,8880,-15,-71,1,1,0,0,7000,0
N,3270,-69,-69,0,0,0,0,0,0
N,2940,-72,-68,0,0,0,0,0,0
N,3610,-65,-72,0,0,0,0,0,0
N,6450,-38,-71,0,0,0,0,0,0
W,9360,-69,-68,0,0,0,0,0,0
N,8980,-14,-50,0,0,0,0,0,0
N,9340,-10,-60,0,0,0,0,0,0
N,9680,-7,-45,0,0,0,0,0,0
N,26510,155,17,1,0,0,0,900,0
W,34120,14,5,1,0,0,0,400,0
W,37340,25,38,0,0,0,0,0,0
W,25550,-8,-47,0,0,0,0,0,0
W,58850,113,-20,3,0,0,0,1300,1
W,42330,53,-22,1,0,0,0,20000,0
W,53990,80,45,1,1,0,0,4000,0
W,18470,-38,2,0,0,0,0,0,0
W,12870,-57,-26,0,0,0,0,0,0
W,26300,-9,6,1,1,0,0,7000,0
W,36530,27,42,0,0,0,0,0,0
W,71730,149,122,0,0,0,0,0,0
W,34490,20,21,0,0,0,0,0,0
W,14390,-50,-8,1,1,0,0,1000,0
W,53700,87,16,0,0,0,0,0,0
W,70980,161,37,2,2,0,0,10000,0
N,35440,304,384,0,0,0,0,0,0
N,37600,329,334,0,0,0,0,0,0
N,21780,110,13,1,1,0,0,8000,0
W,17370,-37,-54,0,0,0,0,0,0
W,17580,-38,-16,0,0,0,0,0,0
W,21900,128,71,1,0,0,0,600,0
W,38350,36,10,0,0,0,0,0,0
W,44640,58,54,0,0,0,0,0,0
W,27960,-1,23,1,1,0,0,2000,0
W,23770,-21,0,1,0,0,0,500,0
W,59820,100,65,2,0,0,0,600,0
W,48020,61,33,0,0,0,0,0,0
W,25450,-15,-3,0,0,0,0,0,0
W,64790,117,76,1,1,0,0,8000,0
W,34090,14,16,0,0,0,0,0,0
W,25130,-13,-42,1,1,0,0,1000,0
W,34820,16,6,0,0,0,0,0,0
W,69880,144,72,2,0,0,0,1200,0
W,40900,43,57,1,0,0,0,400,0
W,57040,99,52,1,1,0,0,3000,0
W,69240,142,73,0,0,0,0,0,0
W,43030,50,26,1,0,0,0,300,0
W,34170,19,23,1,0,0,0,500,0
N,24530,180,226,0,0,0,0,0,0
N,17930,668,323,0,0,0,0,0,0
N,16060,83,74,0,0,0,0,0,0
N,24150,176,90,1,1,0,0,5000,0
W,17300,-40,-27,0,0,0,0,0,0
W,59840,124,7,2,1,0,0,6300,1
W,52200,95,27,1,0,0,0,10000,0
W,29800,12,-4,0,0,0,0,0,0
W,55310,107,-1,3,1,0,0,4900,0
W,40480,51,-2,0,0,0,0,0,0
W,32830,17,75,0,0,0,0,0,0
W,34660,23,-20,0,0,0,0,0,0
W,35940,28,-6,0,0,0,0,0,0
W,25490,-18,2,0,0,0,0,0,0
W,22830,-19,-28,1,0,0,0,500,0
