@relation 'seismic-bumps_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.334energy+0.315maxenergy+0.314nbumps+0.31 gpuls+0.255nbumps4...' numeric
@attribute 0.433ghazard=a-0.388ghazard=b+0.349seismoacoustic=a-0.3seismoacoustic=b-0.251gdenergy... numeric
@attribute '0.49 nbumps5+0.434maxenergy+0.398energy-0.285nbumps2-0.266nbumps...' numeric
@attribute -0.544seismic=a+0.544seismic=b-0.343ghazard=c-0.331seismoacoustic=c-0.215nbumps... numeric
@attribute -0.54seismoacoustic=b+0.448seismoacoustic=a+0.329ghazard=c+0.313seismoacoustic=c+0.226gdenergy... numeric
@attribute 0.396genergy-0.389seismoacoustic=c+0.358gpuls+0.326gdpuls-0.325ghazard=c... numeric
@attribute 0.427genergy-0.411gdenergy-0.373gdpuls-0.285nbumps2+0.274gpuls... numeric
@attribute -0.587ghazard=b+0.439ghazard=a+0.311ghazard=c-0.283seismoacoustic=a+0.254seismoacoustic=b... numeric
@attribute -0.784nbumps4-0.406shift+0.404nbumps5+0.122nbumps2-0.093gdpuls... numeric
@attribute -0.702shift-0.48nbumps3+0.276nbumps4-0.264genergy+0.226nbumps2... numeric
@attribute -0.643nbumps2+0.564nbumps3-0.418shift-0.201genergy-0.108nbumps5... numeric
@attribute class {1,0}

@data
-1.545092,0.997692,0.233861,-0.655479,0.030305,-0.265497,-0.705099,-0.367107,-0.348409,-0.216363,-1.170049,0
-2.152083,0.652406,0.834466,-0.227129,0.311364,-0.051065,-0.228314,-0.379269,-0.481006,-0.423265,-0.310586,0
-2.124739,0.600679,0.856453,-0.237938,0.353356,-0.005636,-0.327308,-0.326455,-0.496971,-0.414547,-0.301324,0
-1.8674,0.411949,0.855226,-0.288409,0.556556,0.3274,-0.546317,-0.174802,-0.565258,-0.432747,-0.266221,0
-1.244233,0.727022,0.276151,-0.726563,0.308985,0.136683,-1.093393,-0.128951,-0.439924,-0.21527,-1.124458,0
-2.288583,0.785537,0.812208,-0.194604,0.182088,-0.238278,-0.03325,-0.497891,-0.435785,-0.424735,-0.334839,0
-2.352531,0.84324,0.805044,-0.180178,0.124521,-0.324485,0.046984,-0.54806,-0.415894,-0.42388,-0.345396,0
-2.062571,0.532349,0.872724,-0.253797,0.416049,0.081814,-0.434748,-0.263151,-0.520164,-0.411615,-0.288388,0
-2.021746,0.511803,0.866331,-0.26007,0.441687,0.131578,-0.447115,-0.249813,-0.528655,-0.417851,-0.284216,0
-2.155613,0.634152,0.849875,-0.229714,0.320742,-0.049307,-0.275361,-0.3568,-0.486331,-0.416363,-0.306824,0
-2.172819,0.657413,0.842436,-0.224568,0.300431,-0.074863,-0.23523,-0.379328,-0.478804,-0.418751,-0.311127,0
-2.174097,0.643639,0.852647,-0.226852,0.309004,-0.071874,-0.26931,-0.363057,-0.482449,-0.413634,-0.308755,0
-2.300584,0.822218,0.783033,-0.191436,0.169255,-0.258525,0.046476,-0.542116,-0.419071,-0.430069,-0.348886,0
-1.01977,1.418578,-0.081656,-1.078354,-0.324997,-0.649762,-1.262708,-0.272984,-0.305709,-0.86507,-0.444749,0
-2.310844,0.799735,0.814271,-0.190458,0.165168,-0.266517,-0.019496,-0.508334,-0.430782,-0.422708,-0.337197,0
-1.667247,-0.606304,0.806926,-0.352135,-1.77925,0.162695,0.868411,0.644103,-0.505902,-0.480745,-0.369269,0
-1.853838,-0.4182,0.774754,-0.305294,-1.96363,-0.096854,1.148724,0.476271,-0.443682,-0.484913,-0.401165,0
-1.790083,-0.5313,0.829637,-0.325858,-1.883855,0.003498,0.933458,0.594974,-0.484373,-0.470645,-0.37437,0
-1.432425,-0.340842,0.271573,-0.188962,-1.902905,-0.145138,1.451719,0.403718,0.416098,0.983746,0.466511,0
-1.3483,-0.420616,0.282122,-0.209826,-1.822438,-0.028625,1.337821,0.473109,0.38935,0.983033,0.479129,0
-1.25602,-0.432522,0.220862,-0.226536,-1.752651,0.080859,1.398498,0.452381,0.393906,0.966632,0.465979,0
-1.167886,-0.565892,0.286556,-0.24917,-1.666047,0.210975,1.154537,0.592478,0.340009,0.975377,0.502848,0
-1.15946,-0.577352,0.290176,-0.251927,-1.655988,0.223954,1.134889,0.603452,0.336188,0.976115,0.504665,0
-0.813701,-0.645118,0.368727,-0.8519,-1.77815,0.323261,-0.305153,1.04834,-0.511654,-0.235293,-1.137971,0
-0.42626,-0.371925,0.664998,-0.891875,-1.740994,0.425061,0.081239,0.933099,-0.579077,-1.15439,0.394507,0
-1.41406,-0.876507,0.87731,-0.411215,-1.543696,0.511873,0.447205,0.897474,-0.603889,-0.474374,-0.31028,0
-1.428581,-0.769382,0.788618,-0.399958,-1.585211,0.4704,0.696075,0.766791,-0.56023,-0.497492,-0.344955,0
-1.205103,-1.01449,0.842656,-0.458968,-1.35414,0.787217,0.312612,0.991498,-0.641345,-0.486817,-0.302234,0
-1.38833,-0.836277,0.815918,-0.414078,-1.531504,0.534521,0.572327,0.834318,-0.582317,-0.489111,-0.332322,0
-1.264905,-0.946296,0.826166,-0.44279,-1.417332,0.701647,0.421495,0.928258,-0.618776,-0.490419,-0.314252,0
-0.881561,-1.289547,0.859288,-0.532182,-1.062054,1.221201,-0.050705,1.221903,-0.732595,-0.494117,-0.257738,0
-0.914911,-0.811065,0.321595,-0.313302,-1.420173,0.563872,0.799755,0.806908,0.25808,0.974328,0.541009,0
-0.964135,-0.645495,0.19981,-0.291923,-1.494731,0.467551,1.158697,0.613416,0.327601,0.950286,0.49022,0
-0.87251,-1.305063,0.868165,-0.534224,-1.05323,1.234265,-0.080541,1.238953,-0.738952,-0.492298,-0.252662,0
-1.000755,-1.197919,0.862887,-0.505585,-1.167806,1.06296,0.059012,1.149777,-0.703346,-0.488911,-0.270043,0
-1.167576,-1.044359,0.844725,-0.466278,-1.32387,0.835838,0.274733,1.016742,-0.65215,-0.488383,-0.295976,0
-1.196983,-0.482259,0.222123,-0.240776,-1.697532,0.161285,1.333983,0.492984,0.377964,0.964743,0.472435,0
-1.045389,-0.603756,0.220259,-0.276414,-1.558834,0.365799,1.183281,0.589751,0.33933,0.958455,0.48755,0
0.264482,-1.876722,0.432302,-0.59503,-0.325145,2.176883,-0.672238,1.719421,-0.10072,0.951194,0.710743,0
-1.148589,-0.565267,0.274688,-0.250378,-1.658035,0.230557,1.173404,0.586334,0.34033,0.971044,0.502567,0
-0.746114,-0.086562,-0.310541,-0.641005,-2.094266,-0.243042,0.830739,0.498216,0.520389,1.195386,-0.380584,0
-1.323948,-0.434939,0.278565,-0.214255,-1.804009,0.001897,1.325736,0.48295,0.384552,0.980765,0.481252,0
-1.340181,-0.35814,0.216516,-0.205498,-1.833254,-0.035241,1.498682,0.390507,0.417812,0.968652,0.456313,0
0.017538,-0.814733,-0.150208,-0.826173,-1.387288,0.789907,-0.261796,1.159507,0.262182,1.197557,-0.249412,0
0.059083,-0.864232,-0.175659,-0.836053,-1.339782,0.86513,-0.305867,1.190373,0.250363,1.191596,-0.243251,0
-0.89838,-0.701398,0.2015,-0.307948,-1.432921,0.557424,1.085685,0.659166,0.309706,0.948252,0.497384,0
-0.711381,-0.959572,0.315104,-0.354725,-1.252419,0.828306,0.629525,0.9237,0.207593,0.96227,0.565285,0
-1.538217,0.729178,0.184301,-0.143065,0.505328,0.123632,0.26034,-0.524622,0.395799,1.002209,0.52284,0
-0.913784,0.980414,-0.313549,-0.585718,0.265255,-0.057271,-0.458049,-0.388908,0.487192,1.233161,-0.308388,0
-0.929757,0.241144,0.178075,-0.285175,1.060891,0.942958,-0.346165,-0.134986,0.240503,0.978206,0.585087,0
-0.982973,0.267758,0.191682,-0.275368,1.019787,0.876894,-0.331628,-0.149848,0.248074,0.983633,0.583105,0
-0.90558,0.181726,0.21058,-0.297215,1.101297,0.989256,-0.466276,-0.07151,0.219269,0.985587,0.596412,0
-0.022533,0.583733,-0.166209,-0.769606,0.929138,0.941865,-0.882186,-0.0067,0.246288,0.289294,1.308157,0
-1.242485,0.526211,0.153363,-0.206654,0.759517,0.510116,0.047666,-0.376259,0.333121,0.983313,0.545565,0
-0.915973,0.875919,-0.231437,-0.590997,0.286571,-0.028097,-0.696093,-0.261766,0.441698,1.250547,-0.269164,0
-1.333427,0.43867,0.308892,-0.198699,0.71569,0.42692,-0.255575,-0.229007,0.284241,1.019637,0.593334,0
-1.41997,0.536353,0.286683,-0.174189,0.623626,0.301154,-0.101338,-0.318427,0.31676,1.016587,0.577963,0
-1.641686,0.158289,0.918136,-0.34716,0.787818,0.647102,-0.949566,0.061367,-0.651118,-0.420671,-0.218563,0
-1.677418,0.197115,0.909316,-0.338021,0.751746,0.596863,-0.888956,0.025615,-0.638033,-0.42225,-0.225736,0
-1.98458,0.578331,0.782157,-0.258222,0.438406,0.156598,-0.249521,-0.345478,-0.501173,-0.444626,-0.309123,0
-1.710138,0.202247,0.922236,-0.335018,0.738672,0.560677,-0.906089,0.027986,-0.634293,-0.413464,-0.227225,0
-0.126843,-0.038472,0.535262,-0.973452,1.237116,1.502769,-2.146283,0.61313,-0.808897,-1.131647,0.579708,0
-0.351976,-0.037313,0.345642,-0.928069,1.111076,1.326764,-2.12535,0.521663,-0.697188,-0.230288,-0.995992,0
-1.248608,0.485555,0.192309,-0.211522,0.772467,0.516149,-0.056244,-0.324577,0.316839,0.993319,0.556664,1
0.428868,1.686005,0.841343,-0.126098,0.479417,-0.235542,0.490294,-0.57072,-2.542937,1.998817,0.811028,0
-1.49473,0.692484,0.186863,-0.152674,0.543628,0.181714,0.212034,-0.493729,0.383276,1.0009,0.529139,0
-1.617927,0.767112,0.207442,-0.128008,0.442917,0.024434,0.276996,-0.543881,0.40586,1.010826,0.521454,0
-1.635959,0.793025,0.19837,-0.121949,0.421035,-0.003766,0.322424,-0.569116,0.414681,1.009048,0.517129,0
-1.674481,0.80864,0.211415,-0.1153,0.392649,-0.050525,0.324095,-0.57537,0.418701,1.013785,0.516723,0
-0.071651,-0.858253,0.56504,-0.5069,1.947637,2.172202,-2.219998,0.947501,-0.152733,1.05943,0.835013,0
-1.439143,0.630983,0.200186,-0.168281,0.602065,0.262232,0.115994,-0.437796,0.362739,1.002352,0.538678,0
0.716522,-0.854167,0.055961,1.840819,2.215784,0.89408,-1.631735,1.220941,0.29844,0.332655,0.408714,1
1.774948,1.54353,0.911892,2.128576,0.978567,-1.189888,0.494345,0.040181,-2.249929,1.344455,0.472783,0
0.144039,-0.192959,-0.145736,1.977537,1.661514,0.096947,-0.555196,0.584821,0.536323,0.297814,0.257688,0
0.584222,-0.56722,-0.127295,1.875154,2.065044,0.691383,-1.047587,0.895697,0.413859,0.286736,0.313657,0
0.498446,-0.473766,-0.147065,1.898397,1.976046,0.568739,-0.902412,0.810691,0.444887,0.283845,0.298389,0
0.645841,-0.570184,-0.163435,1.868898,2.096223,0.757992,-0.99807,0.880531,0.413865,0.273066,0.311235,1
4.007641,1.258431,2.103179,1.781383,1.975826,0.377075,-0.344628,0.656124,-2.622265,1.395958,0.605648,0
0.316377,-0.255924,-0.204373,1.950952,1.777301,0.301762,-0.547616,0.607127,0.51761,0.273128,0.261965,0
0.258875,-0.251682,-0.171857,1.957087,1.747545,0.238965,-0.590331,0.619542,0.518212,0.285731,0.263975,0
0.190926,-0.144687,-0.21326,1.980924,1.660038,0.130694,-0.396361,0.513109,0.554181,0.27534,0.245111,0
0.534309,-0.483393,-0.162051,1.893549,1.998476,0.609925,-0.89259,0.811249,0.442346,0.278214,0.298688,0
1.375547,-0.42493,-0.628506,1.399153,1.960172,0.717164,-1.888929,1.1168,0.468998,0.510816,-0.501162,0
0.926911,0.01373,-0.732021,1.514141,1.524128,0.107456,-1.213028,0.715844,0.61916,0.499834,-0.573574,0
-0.15361,0.131328,-0.214488,2.058239,1.35293,-0.328799,-0.051476,0.289832,0.644168,0.288096,0.204731,0
-0.142687,0.077141,-0.178834,2.048407,1.385907,-0.299051,-0.171322,0.350884,0.625566,0.29891,0.215499,0
0.778207,0.22098,-0.607862,1.541692,1.378616,-0.13124,-0.952005,0.617968,0.591639,-0.394737,0.964787,0
-0.095195,0.097471,-0.227877,2.045307,1.40345,-0.252673,-0.077537,0.31033,0.635057,0.282614,0.205556,0
1.010574,1.213618,-0.882724,1.221336,0.569753,-1.131722,-0.699554,0.244535,0.786217,-1.053086,1.602266,0
-0.405849,0.308722,-0.198255,2.109506,1.143948,-0.655127,0.142823,0.154364,0.702483,0.303222,0.178078,0
-0.492424,0.367098,-0.18978,2.127222,1.07213,-0.766993,0.203114,0.11139,0.721183,0.30908,0.17036,0
-0.310358,0.203845,-0.175943,2.083186,1.243957,-0.517819,-0.02058,0.249732,0.667733,0.306368,0.194769,0
2.801635,-3.750089,-0.19507,1.07395,2.070512,0.230792,-3.257136,-2.156513,0.260307,0.432252,-0.389294,0
1.179428,-1.017768,-0.152485,1.741729,2.59193,1.482158,-1.577399,1.246139,0.270428,0.257034,0.37099,0
0.541227,-0.449334,-0.198167,1.895392,1.991838,0.610084,-0.802389,0.765657,0.456563,0.267528,0.286085,0
1.756623,-4.410154,0.182529,1.619157,-0.662802,-0.628857,-0.240175,-1.99907,0.419446,0.145956,0.258467,0
1.494189,-1.499909,-0.589184,1.34715,-0.429646,0.488703,-0.656719,2.027023,0.492609,0.474429,-0.568381,0
0.901154,-1.757356,-0.08102,1.785472,-0.17566,0.695551,0.053176,1.899396,0.395585,0.242124,0.265476,0
1.045544,-1.919583,-0.044452,1.744643,-0.022613,0.905295,-0.202313,2.047692,0.341451,0.246756,0.290918,1
5.095564,-3.529384,1.619312,1.434477,-0.141603,-0.105505,-0.403654,-1.733814,-2.731632,1.174092,0.618194,0
1.605326,-4.283875,0.178852,1.654475,-0.801474,-0.833106,-0.076963,-2.102622,0.460378,0.150517,0.240576,0
1.660689,-4.331373,0.181346,1.641407,-0.750276,-0.758011,-0.139823,-2.063125,0.444877,0.149142,0.247509,0
1.654509,-1.513516,-0.484143,1.309892,-0.314453,0.65311,-0.641152,2.097989,0.393129,-0.438638,1.001055,0
2.979795,-4.604987,-0.363464,1.04323,-0.372905,-0.009528,-1.459058,-1.526541,0.371791,0.341805,-0.519226,0
2.658587,-4.318665,-0.40139,1.122283,-0.674915,-0.444289,-1.054513,-1.774164,0.467563,0.34496,-0.561633,0
2.680446,-5.196657,0.213506,1.397522,0.196818,0.629187,-1.271237,-1.351268,0.164703,0.118206,0.365633,0
3.01925,-1.734651,-0.858456,0.702531,0.06296,1.399241,-1.927609,2.683352,0.22786,-1.143113,1.812999,0
2.834284,-5.218494,0.131956,1.379132,0.286111,0.80006,-1.18193,-1.372952,0.161819,0.090076,0.36138,0
3.175619,-5.646499,0.253916,1.275095,0.669636,1.311641,-1.892361,-0.969488,0.017606,0.110485,0.430616,0
3.807964,-5.258989,0.015846,0.849582,0.317955,1.006184,-2.516159,-0.817328,0.017962,-0.550621,1.19305,0
3.75151,-5.957351,0.131607,1.168061,1.115598,2.031355,-2.10646,-0.778055,-0.07652,0.054945,0.462193,0
3.768758,-4.309764,-1.041491,0.586533,-0.531829,-0.011792,-1.890514,-1.511711,0.492337,0.520531,-1.3818,0
2.656277,-5.713621,0.857644,1.200989,0.487782,1.206906,-2.283609,-0.849538,-0.859128,-1.324154,-0.382562,0
1.82964,-4.359474,0.086286,1.614576,-0.637493,-0.56024,-0.047278,-2.087639,0.443598,0.116291,0.233929,0
2.077751,-3.925164,-0.302272,1.249442,-1.189842,-1.214502,-0.674078,-2.044773,0.579065,0.384028,-0.595524,0
1.723009,-4.298085,0.106509,1.635297,-0.722887,-0.695119,0.001348,-2.127326,0.462041,0.125544,0.227786,0
2.448414,-4.944438,0.153244,1.455778,-0.033098,0.30398,-0.876638,-1.584942,0.251521,0.109082,0.316884,0
4.378103,-5.511141,-0.365802,0.728347,0.833853,1.798557,-2.425737,-0.790252,-0.004366,-0.648252,1.14675,0
2.85943,-5.172274,0.068461,1.377393,0.291476,0.820845,-1.043035,-1.442365,0.18347,0.071302,0.338816,0
0.959647,-1.481672,-0.381569,1.802243,-0.217372,0.692252,0.783997,1.528802,0.518526,0.168819,0.164233,0
1.398563,-1.123305,-0.86845,1.396016,-0.603513,0.286736,0.173497,1.585129,0.645073,0.409774,-0.680424,0
2.260918,-1.00514,-1.430199,0.905926,-0.649373,0.413021,-0.631695,1.798029,0.698687,0.615405,-1.502866,0
2.955435,-1.465651,-1.525988,0.757721,-0.056185,1.320933,-1.083772,2.122409,0.559095,0.564426,-1.456417,0
2.120674,-1.706587,-0.88295,1.223602,0.061875,1.269561,-0.546248,2.046749,0.459936,0.375599,-0.611221,0
1.763337,-1.323323,-0.956755,1.325572,-0.310651,0.749462,0.039521,1.704099,0.588463,0.374872,-0.664864,0
1.584039,-2.077022,-0.313181,1.636843,0.39927,1.573744,-0.061878,2.038929,0.322404,0.156448,0.242726,1
6.64745,-4.147218,0.541021,0.734437,0.709273,1.348066,-1.666246,-1.109946,-2.892944,0.336748,1.368539,0
3.053814,-2.959387,-0.592568,1.324509,1.636568,3.476133,-0.803717,2.609835,0.065858,0.025488,0.301213,0
2.394964,-2.45644,-0.55991,1.47975,1.039744,2.588492,-0.212136,2.222785,0.224087,0.063321,0.247601,0
1.510516,-1.857351,-0.453914,1.674476,0.273272,1.426174,0.40065,1.793603,0.406737,0.126396,0.19052,1
5.345799,0.463264,2.712263,1.562776,-0.029659,0.781081,1.196106,1.479939,-2.663112,1.347268,0.484555,0
2.936244,-4.504446,-0.218532,1.042984,-0.429335,-0.091049,-1.349069,-1.530192,0.299495,-0.568867,1.037227,0
1.839203,-1.384203,-0.951133,1.299737,-0.229517,0.85727,-0.04542,1.752501,0.569699,0.36939,-0.667741,0
2.558681,-1.818667,-0.352585,1.143251,0.254061,1.559413,-0.972983,2.365421,0.243525,-0.487541,1.035202,0
1.667994,-1.914412,-0.513519,1.648508,0.387386,1.6144,0.409961,1.810903,0.393638,0.106904,0.190656,0
3.030327,-6.002147,0.854539,1.121036,0.809171,1.69933,-2.632927,-0.618005,-0.955196,-1.341114,-0.337197,0
3.255618,-4.318196,-0.079036,0.492902,-0.737486,-0.217198,-2.428949,-1.274461,-0.493512,-1.772281,-0.616261,0
1.517237,-4.014138,-0.010888,1.687777,-0.933017,-0.992063,0.502256,-2.41558,0.568232,0.102798,0.15634,0
2.245132,-4.500486,-0.108956,1.524219,-0.297678,-0.030932,0.017189,-2.0742,0.421898,0.045946,0.194949,0
1.621398,-4.09811,-0.013326,1.661512,-0.835355,-0.848482,0.398774,-2.349833,0.541588,0.096515,0.164292,0
2.022851,-3.636449,-0.56617,1.278785,-1.290297,-1.331697,0.006655,-2.406655,0.707139,0.326742,-0.697175,0
1.966258,-3.590865,-0.556608,1.292768,-1.344603,-1.412623,0.05541,-2.439041,0.720277,0.331465,-0.700757,0
1.384015,-3.911267,-0.00467,1.720126,-1.054996,-1.17332,0.624125,-2.494684,0.600753,0.111317,0.14636,0
1.235145,-3.805747,0.00441,1.749787,-1.179117,-1.364598,0.741313,-2.575955,0.634738,0.118084,0.129576,0
0.951461,-3.622983,0.049937,1.813886,-1.426121,-1.739111,0.913045,-2.699621,0.688739,0.142826,0.118295,0
1.147032,-3.770317,0.036341,1.765699,-1.246693,-1.472218,0.743911,-2.588996,0.642702,0.12835,0.130136,1
3.933417,-3.74064,0.064647,1.547743,-0.247096,-0.291897,0.267704,-2.136356,-2.47773,0.977295,0.447647,0
1.716319,-4.322858,0.126442,1.622747,-0.709355,-0.676349,-0.057444,-2.101693,0.449416,0.115875,0.220822,0
2.445653,-3.560673,-0.392588,1.207481,-1.095237,-1.026217,0.184306,-2.402772,0.610193,-0.602058,0.846061,0
2.063134,-3.495468,-0.427559,1.269131,-1.310508,-1.371594,0.205477,-2.452671,0.649786,-0.582167,0.844084,0
1.562734,-4.000916,-0.061549,1.678789,-0.900455,-0.938762,0.580736,-2.45205,0.579107,0.087892,0.1396,0
2.206585,-5.322463,0.827263,1.303959,0.077745,0.60109,-1.757239,-1.18051,-0.729113,-1.316322,-0.446627,0
1.415093,-4.79099,0.922503,1.472956,-0.601494,-0.429467,-1.216699,-1.562342,-0.567854,-1.265358,-0.503257,0
1.129903,-3.740348,0.022261,1.772248,-1.268243,-1.501184,0.79994,-2.619725,0.65405,0.126819,0.124485,0
1.266688,-3.829262,0.000773,1.741042,-1.148528,-1.32005,0.715369,-2.559292,0.627747,0.114876,0.129835,0
1.315303,-3.839675,-0.024771,1.733855,-1.114694,-1.264282,0.735744,-2.563108,0.627315,0.108224,0.127556,0
3.179066,-3.549594,-0.964818,0.709995,-1.131361,-0.917354,-0.827844,-2.098503,0.641364,-0.396083,0.027643,0
2.125487,-4.338063,-0.175904,1.554124,-0.417287,-0.202669,0.302148,-2.238939,0.483304,0.033992,0.153543,0
2.947685,-4.785485,-0.377974,1.382867,0.265552,0.850427,0.000748,-1.979252,0.361449,-0.047849,0.169052,0
0.285126,-2.53752,1.160458,-0.816497,0.062628,2.844536,-1.990156,2.379584,-1.170852,-0.458765,-0.006515,0
-0.354185,-1.714541,0.869739,-0.64744,-0.600425,1.920908,-0.587141,1.570342,-0.874535,-0.51325,-0.189297,0
0.186827,-2.130883,0.864416,-0.762989,-0.135978,2.632915,-1.090004,1.904014,-1.013135,-0.538088,-0.123987,0
-0.340633,-1.698275,0.849144,-0.646172,-0.603204,1.93039,-0.535617,1.54703,-0.869322,-0.521494,-0.193334,0
-0.790811,-1.507671,0.995842,-0.564139,-0.939495,1.375205,-0.498833,1.466055,-0.817691,-0.461665,-0.195828,0
-0.608121,-1.494339,0.853188,-0.589372,-0.831725,1.578999,-0.291562,1.384292,-0.801392,-0.508673,-0.225272,0
-0.818595,-1.278344,0.813814,-0.536027,-1.041531,1.285149,0.033856,1.190363,-0.729888,-0.514465,-0.26221,0
-1.020286,-1.146549,0.833681,-0.496622,-1.20193,1.027053,0.165088,1.093722,-0.68579,-0.498479,-0.281625,0
-0.763308,-0.637511,0.372835,-0.857243,-1.76497,0.360914,-0.277136,1.04037,-0.515628,-0.244214,-1.138839,0
-1.147737,-1.033354,0.822138,-0.467645,-1.317711,0.855323,0.320288,0.996529,-0.647578,-0.496803,-0.301292,0
-1.228805,-0.95857,0.81328,-0.448431,-1.393764,0.744756,0.42544,0.931761,-0.62266,-0.496499,-0.313795,0
-1.303272,-0.899796,0.812997,-0.432275,-1.458653,0.646296,0.498166,0.884134,-0.603189,-0.49359,-0.32304,0
-1.388206,-0.801461,0.788592,-0.408949,-1.549414,0.524119,0.656279,0.792664,-0.570698,-0.499041,-0.340236,0
-1.025846,-1.153899,0.841156,-0.497971,-1.198212,1.024245,0.142847,1.103288,-0.687343,-0.494693,-0.281123,0
-0.446468,-0.808819,0.28259,-0.919894,-1.507098,0.76888,-0.377759,1.135297,-0.562012,-0.278766,-1.130005,0
-1.338679,-0.859527,0.803348,-0.422664,-1.49605,0.595577,0.562339,0.846854,-0.589852,-0.495615,-0.330062,0
-1.568235,-0.11249,1.077958,-0.388629,0.97373,0.793218,-1.538151,0.363805,-0.730128,-0.339565,-0.155523,0
-2.033564,0.634225,0.764129,-0.247043,0.393302,0.088912,-0.158751,-0.399681,-0.480173,-0.446715,-0.322756,0
-2.145783,0.73329,0.75604,-0.220806,0.2893,-0.06312,-0.024136,-0.483661,-0.447565,-0.445209,-0.338498,0
-2.064972,0.631404,0.785822,-0.244357,0.379855,0.055933,-0.194524,-0.386735,-0.481403,-0.438029,-0.320396,0
-2.170139,0.726465,0.776304,-0.219487,0.281547,-0.087207,-0.062986,-0.468173,-0.449956,-0.437099,-0.335764,0
-0.853088,-0.772292,1.187467,-0.545355,1.597898,1.755336,-2.475164,0.950822,-0.96874,-0.352378,-0.021,0
-2.01971,0.586336,0.792933,-0.255781,0.424664,0.118917,-0.261064,-0.346841,-0.496189,-0.437194,-0.313035,0
-2.00253,0.594845,0.776009,-0.255994,0.427847,0.134542,-0.224888,-0.362018,-0.493375,-0.443892,-0.315519,0
-2.209881,0.697388,0.833055,-0.215752,0.263786,-0.125784,-0.172624,-0.416511,-0.465395,-0.421193,-0.3194,0
-2.098108,0.662541,0.781404,-0.236566,0.349001,0.010722,-0.150067,-0.414065,-0.470819,-0.437958,-0.325911,0
-1.538196,0.974257,0.23698,-0.660972,0.050937,-0.245812,-0.746611,-0.346116,-0.353608,-0.213083,-1.168598,0
-1.295593,0.662243,0.05452,-0.196428,0.701113,0.43248,0.337181,-0.537746,0.389409,0.95467,0.491999,0
-1.521839,0.687739,0.206462,-0.156096,0.533695,0.164872,0.179583,-0.482884,0.377991,0.997205,0.524664,0
-1.010316,1.163868,-0.226742,-0.570148,0.158231,-0.214629,-0.180986,-0.486,0.451931,0.316976,1.225365,1
7.775528,4.264314,1.961274,-1.89863,0.696029,0.54736,-0.656471,-0.329899,-5.572755,2.760823,0.112119,0
1.321468,-0.195846,-0.927041,-1.067216,2.136685,2.832283,-1.157325,0.247324,0.175673,0.976646,-0.310262,0
0.643306,-0.077222,-0.642192,1.896077,1.980601,0.661419,0.219735,0.241299,0.62923,0.146691,0.117186,0
0.781672,0.49678,-1.069462,1.563262,1.311932,-0.161085,-0.180208,0.15292,0.815136,0.413756,-0.737303,0
0.1048,0.240424,-0.528399,2.01493,1.52013,-0.041865,0.474129,0.043603,0.719042,0.199774,0.105466,0
1.140265,0.238222,-1.122376,1.475697,1.641135,0.332657,-0.446598,0.333842,0.73838,0.381023,-0.722199,0
2.977229,0.190707,-1.408854,0.795442,2.179537,1.355122,-1.390787,0.767158,0.587817,-0.370062,0.016673,0
1.742131,0.560988,-1.704075,1.046124,1.366009,0.118813,-0.979931,0.374438,0.862407,0.595133,-1.5738,0
2.545316,-4.352242,0.419606,1.461629,2.561654,0.875278,-3.068049,-1.947629,0.016379,0.196351,0.561572,0
0.22972,0.795617,-0.97188,1.681546,0.85826,-0.856668,0.053754,-0.034416,0.903136,0.4655,-0.747867,0
0.583453,0.592078,-1.019257,1.601549,1.155024,-0.405312,-0.129384,0.101262,0.840638,0.432498,-0.740747,0
2.491425,0.391818,-1.562988,0.880311,1.912423,0.938503,-0.99278,0.582773,0.617014,-1.282124,1.54568,0
0.182782,-0.069877,-0.295021,1.969345,1.657661,0.136209,-0.206649,0.405907,0.586521,0.236521,0.19175,0
-0.31323,0.305636,-0.269244,2.087014,1.212164,-0.534288,0.230244,0.118561,0.706771,0.270595,0.153358,0
-0.444368,0.536178,-0.389769,2.129734,1.063847,-0.745616,0.667363,-0.125344,0.798947,0.255799,0.097231,0
-0.168093,0.334853,-0.416297,2.060754,1.316587,-0.367497,0.446225,0.021228,0.736504,0.231402,0.109487,0
2.046998,0.759035,-1.390472,0.993383,1.45896,0.255669,-0.681077,0.361537,0.706774,-1.225614,1.532281,0
0.300574,0.7313,-0.728796,1.654825,0.914921,-0.788155,-0.157063,0.143605,0.76656,-0.419232,0.858568,0
0.511234,-0.395292,-0.913517,1.597442,-1.393651,-0.892494,1.125914,0.978068,0.889252,0.436335,-0.792849,0
0.454398,-0.266602,-0.578021,1.607525,-1.51079,-1.088214,1.10597,1.03192,0.796797,-0.429526,0.791964,0
-0.051543,-0.720083,-0.345802,2.02176,-1.095955,-0.640546,1.679623,0.931743,0.764947,0.217609,0.056807,0
0.266366,-0.91406,-0.408648,1.949104,-0.819935,-0.220492,1.515031,1.05516,0.709209,0.185326,0.06307,0
1.527943,-0.753305,-0.859138,1.383061,-0.648294,0.244185,0.882477,1.274312,0.668345,-0.551003,0.775736,1
4.507614,1.02659,2.820326,1.743877,-0.760773,-0.311459,1.76828,1.078214,-2.497563,1.396106,0.429034,0
0.492162,-0.999366,-0.497526,1.907881,-0.6455,0.055075,1.522492,1.080581,0.692179,0.158037,0.058093,0
