@relation seismic-bumps-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {1,0}

@data
1.732051,-1.732051,1053.086891,947.431792,1053.086891,88.334591,-90.066642,1.732051,1053.086891,0,0
1.732051,16461.410875,420.888346,401.835787,-15165.836871,-16345.363471,-15694.112367,15590.189319,-16030.130224,-15588.457268,0
1.732051,-1.732051,755.174152,727.461339,755.174152,-25.980762,24.248711,1.732051,755.174152,0,0
1.732051,-1.732051,530.007547,562.916512,530.007547,-57.157677,55.425626,1.732051,530.007547,0,0
1.732051,-1.732051,945.699741,542.131903,945.699741,306.572993,-308.305044,1.732051,945.699741,0,0
1.732051,-1.732051,663.375459,659.911358,663.375459,-67.549981,65.817931,1.732051,663.375459,0,0
0,0,1671.429029,1425.477815,1673.16108,282.324282,-282.324282,3.464102,1673.16108,0,0
0,0,831.384388,545.596004,833.116438,329.089653,-329.089653,3.464102,833.116438,0,0
0,0,531.739598,412.228092,533.471649,173.205081,-173.205081,3.464102,533.471649,0,0
0,0,836.58054,800.207473,838.312591,-10.392305,10.392305,3.464102,838.312591,0,0
0,0,791.547219,528.275496,793.27927,420.888346,-420.888346,3.464102,793.27927,0,0
0,0,831.384388,796.743371,833.116438,-48.497423,48.497423,3.464102,833.116438,0,0
0,0,976.876655,905.862572,978.608706,95.262794,-95.262794,3.464102,978.608706,0,0
0,0,562.916512,595.825478,564.648563,-15.588457,15.588457,3.464102,564.648563,0,0
0,0,680.695967,245.951215,682.428018,289.252485,-289.252485,3.464102,684.160069,0,0
0,0,698.016475,216.506351,699.748526,464.189616,-464.189616,3.464102,701.480577,0,0
0,0,294.448637,332.553755,296.180688,-5.196152,5.196152,3.464102,296.180688,0,0
1.732051,1215.899667,1318.090665,1186.454803,107.38715,-1044.426637,-1378.712443,1214.167616,109.119201,-1212.435565,0
0,0,1699.141842,1479.17139,1700.873893,159.348674,-159.348674,3.464102,1700.873893,0,0
3.464102,699.748526,1195.115057,1092.92406,677.231866,-635.662646,-573.308817,519.615242,507.490887,-519.615242,0
1.732051,-1.732051,1331.947071,789.815168,1331.947071,507.490887,-509.222937,1.732051,1331.947071,0,1
0,51963.256278,786.351067,775.958762,-51173.44111,-51963.256278,-51958.060125,51964.988329,-51173.44111,-51961.524227,0
0,0,876.417709,860.829251,878.149759,-39.837169,39.837169,3.464102,878.149759,0,0
0,0,923.18308,897.202318,924.915131,3.464102,-3.464102,3.464102,924.915131,0,0
0,0,1021.909976,975.144605,1023.642027,13.856406,-13.856406,3.464102,1023.642027,0,0
0,3467.565717,1228.024023,1136.22533,-2234.345542,-3431.19265,-3495.27853,3467.565717,-2234.345542,-3464.101615,0
0,0,1293.841953,1188.186854,1295.574004,53.693575,-53.693575,3.464102,1295.574004,0,0
0,0,895.470268,876.417709,897.202318,0,0,3.464102,897.202318,0,0
0,0,838.312591,831.384388,840.044642,-6.928203,6.928203,3.464102,840.044642,0,0
0,0,982.072808,943.96769,983.804859,-3.464102,3.464102,3.464102,983.804859,0,0
0,0,1023.642027,985.53691,1025.374078,65.817931,-65.817931,3.464102,1025.374078,0,0
0,0,1214.167616,1136.22533,1215.899667,131.635861,-131.635861,3.464102,1215.899667,0,0
0,0,504.026785,458.993464,505.758836,58.889727,-58.889727,3.464102,505.758836,0,0
1.732051,-1.732051,498.830633,436.476804,498.830633,206.114046,-207.846097,1.732051,498.830633,0,1
0,17322.240126,581.969071,500.562683,-16736.806954,-17252.958094,-17386.326006,17323.972177,-16736.806954,-17320.508076,0
0,0,1068.675348,1021.909976,1070.407399,-31.176915,31.176915,3.464102,1070.407399,0,0
0,0,1157.009939,1091.192009,1158.74199,45.033321,-45.033321,3.464102,1158.74199,0,0
0,0,1014.981773,978.608706,1016.713824,5.196152,-5.196152,3.464102,1016.713824,0,0
0,0,883.345912,879.88181,885.077963,-90.066642,90.066642,3.464102,885.077963,0,0
0,0,633.930596,242.487113,635.662646,311.769145,-311.769145,3.464102,637.394697,0,0
0,0,545.596004,233.826859,547.328055,327.357603,-327.357603,3.464102,549.060106,0,0
1.732051,1042.694586,782.886965,800.207473,-254.611469,-1030.570231,-1046.158688,1040.962535,-252.879418,-1039.230485,0
0,0,443.405007,429.5486,445.137058,55.425626,-55.425626,3.464102,445.137058,0,0
0,0,342.94606,372.390924,344.678111,-32.908965,32.908965,3.464102,344.678111,0,0
0,0,438.208854,426.084499,439.940905,-25.980762,25.980762,3.464102,439.940905,0,0
0,0,1295.574004,1208.971464,1297.306055,138.564065,-138.564065,3.464102,1297.306055,0,0
0,0,1629.85981,1480.90344,1631.591861,251.147367,-251.147367,3.464102,1631.591861,0,0
0,0,576.772919,510.954988,578.50497,126.439709,-126.439709,3.464102,578.50497,0,0
0,0,938.771538,926.647182,940.503589,-12.124356,12.124356,3.464102,940.503589,0,0
0,0,822.724134,833.116438,824.456184,-17.320508,17.320508,3.464102,824.456184,0,0
0,0,749.978,775.958762,751.71005,-79.674337,79.674337,3.464102,751.71005,0,0
0,0,850.436947,855.633099,852.168997,-38.105118,38.105118,3.464102,852.168997,0,0
0,0,943.96769,930.111284,945.699741,43.30127,-43.30127,3.464102,945.699741,0,0
3.464102,9190.261585,704.944679,585.433173,-6221.526501,-8982.415488,-7120.46087,6928.20323,-8469.728449,-6928.20323,0
1.732051,696.284425,588.897275,523.079344,-102.190998,-585.433173,-798.475422,694.552374,-100.458947,-692.820323,0
0,0,938.771538,928.379233,940.503589,-72.746134,72.746134,3.464102,940.503589,0,0
0,0,346.410162,379.319127,348.142212,-48.497423,48.497423,3.464102,348.142212,0,0
0,0,623.538291,675.499815,625.270342,-64.08588,64.08588,3.464102,625.270342,0,0
0,0,606.217783,531.739598,607.949833,-43.30127,43.30127,3.464102,607.949833,0,0
0,0,460.725515,446.869108,462.457566,-13.856406,13.856406,3.464102,462.457566,0,0
0,0,1645.448267,1494.759847,1647.180318,230.362757,-230.362757,3.464102,1647.180318,0,0
1.732051,1389.104748,822.724134,659.911358,-561.184462,-1207.239413,-1562.309828,1387.372697,-559.452411,-1385.640646,0
1.732051,523.079344,1111.976618,1073.871501,594.093427,-535.2037,-502.294734,521.347293,595.825478,-519.615242,0
1.732051,349.874263,814.06388,725.729288,469.385769,-284.056332,-407.03194,348.142212,472.84987,-346.410162,0
1.732051,349.874263,713.604933,658.179307,368.926822,-294.448637,-396.639635,348.142212,372.390924,-346.410162,0
0,0,568.112665,559.452411,569.844716,-65.817931,65.817931,3.464102,571.576766,0,0
0,0,602.753681,581.969071,604.485732,-1.732051,1.732051,3.464102,606.217783,0,0
0,0,488.438328,504.026785,490.170379,24.248711,-24.248711,3.464102,491.902429,0,0
0,0,502.294734,514.41909,504.026785,-32.908965,32.908965,3.464102,505.758836,0,0
1.732051,696.284425,211.310199,277.128129,-479.778074,-656.447256,-727.461339,694.552374,-476.313972,-692.820323,0
0,0,478.046023,495.366531,479.778074,-5.196152,5.196152,1.732051,481.510125,0,0
1.732051,523.079344,450.33321,476.313972,-67.549981,-588.897275,-448.601159,519.615242,-64.08588,-519.615242,0
0,0,214.7743,263.271723,216.506351,-50.229473,50.229473,1.732051,218.238402,0,0
0,0,174.937132,245.951215,176.669182,6.928203,-6.928203,1.732051,178.401233,0,0
0,0,384.515279,336.017857,386.24733,-38.105118,38.105118,1.732051,387.979381,0,0
1.732051,869.489505,590.629325,573.308817,-273.664028,-836.58054,-893.738217,866.025404,-270.199926,-866.025404,0
0,0,168.008928,242.487113,169.740979,-91.798693,91.798693,1.732051,171.47303,0,0
0,0,136.832014,228.630707,138.564065,-102.190998,102.190998,1.732051,140.296115,0,0
0,0,178.401233,242.487113,180.133284,36.373067,-36.373067,1.732051,181.865335,0,0
0,0,228.630707,261.539672,230.362757,8.660254,-8.660254,1.732051,232.094808,0,0
0,0,168.008928,237.290961,169.740979,-13.856406,13.856406,1.732051,171.47303,0,0
0,0,174.937132,240.755062,176.669182,-31.176915,31.176915,1.732051,178.401233,0,0
0,0,145.492268,228.630707,147.224319,-1.732051,1.732051,1.732051,148.956369,0,0
0,0,244.219164,339.481958,245.951215,-86.60254,86.60254,1.732051,247.683265,0,0
1.732051,4510.260303,140.296115,226.898656,-3322.073449,-4463.494931,-3500.474682,3464.101615,-4357.839832,-3464.101615,0
0,0,143.760217,228.630707,145.492268,-86.60254,86.60254,1.732051,147.224319,0,0
0,0,280.592231,363.73067,282.324282,-55.425626,55.425626,3.464102,284.056332,0,0
0,0,223.434554,323.893501,225.166605,-138.564065,138.564065,3.464102,226.898656,0,0
0,0,114.315353,216.506351,116.047404,-72.746134,72.746134,3.464102,117.779455,0,0
0,0,142.028166,259.807621,143.760217,-138.564065,138.564065,3.464102,143.760217,0,0
0,0,174.937132,280.592231,176.669182,-109.119201,109.119201,3.464102,176.669182,0,0
0,0,436.476804,542.131903,438.208854,-103.923048,103.923048,3.464102,438.208854,0,0
0,0,306.572993,360.266568,308.305044,-93.530744,93.530744,3.464102,308.305044,0,0
0,0,301.376841,356.802466,303.108891,-84.87049,84.87049,3.464102,303.108891,0,0
1.732051,349.874263,233.826859,261.539672,-110.851252,-247.683265,-443.405007,348.142212,-107.38715,-346.410162,0
0,13859.870562,627.002392,599.289579,-13227.672017,-13844.282105,-13866.798765,13859.870562,-13225.939967,-13856.406461,0
0,0,280.592231,280.592231,282.324282,-8.660254,8.660254,3.464102,284.056332,0,0
0,0,531.739598,533.471649,533.471649,-67.549981,67.549981,3.464102,535.2037,0,0
0,0,554.256258,549.060106,555.988309,60.621778,-60.621778,3.464102,557.72036,0,0
0,0,483.242175,500.562683,484.974226,-10.392305,10.392305,3.464102,486.706277,0,0
0,0,554.256258,549.060106,555.988309,22.51666,-22.51666,3.464102,557.72036,0,0
0,0,770.762609,696.284425,772.49466,126.439709,-126.439709,3.464102,774.226711,0,0
0,0,393.175533,417.424245,394.907584,6.928203,-6.928203,3.464102,394.907584,0,0
0,0,730.925441,788.083117,732.657492,-46.765372,46.765372,3.464102,732.657492,0,0
0,0,753.442101,672.035713,755.174152,126.439709,-126.439709,3.464102,756.906203,0,0
0,0,663.375459,611.413935,665.10751,103.923048,-103.923048,3.464102,666.839561,0,0
0,0,580.237021,557.72036,581.969071,55.425626,-55.425626,3.464102,583.701122,0,0
0,0,478.046023,576.772919,479.778074,-84.87049,84.87049,3.464102,479.778074,0,0
0,0,601.02163,678.963917,602.753681,-43.30127,43.30127,3.464102,602.753681,0,0
0,0,976.876655,777.690813,978.608706,322.16145,-322.16145,3.464102,978.608706,0,0
0,0,361.998619,398.371686,363.73067,-116.047404,116.047404,3.464102,363.73067,0,0
1.732051,523.079344,382.783228,495.366531,-135.099963,-604.485732,-433.012702,521.347293,-133.367912,-519.615242,0
0,0,206.114046,301.376841,207.846097,-114.315353,114.315353,3.464102,207.846097,0,0
0,0,386.24733,498.830633,387.979381,-136.832014,136.832014,3.464102,387.979381,0,0
1.732051,1562.309828,549.060106,512.687039,-1008.05357,-1415.08551,-1700.873893,1560.577778,-1006.321519,-1558.845727,0
1.732051,696.284425,611.413935,552.524208,-79.674337,-555.988309,-827.920286,694.552374,-77.942286,-692.820323,0
0,0,775.958762,826.188235,777.690813,-24.248711,24.248711,3.464102,777.690813,0,0
0,0,580.237021,533.471649,581.969071,0,0,3.464102,581.969071,0,0
0,0,727.461339,775.958762,729.19339,-74.478185,74.478185,1.732051,729.19339,0,0
1.732051,1215.899667,698.016475,749.978,-512.687039,-1214.167616,-1208.971464,1212.435565,-510.954988,-1212.435565,0
0,0,1222.82787,1184.722752,1224.559921,88.334591,-88.334591,1.732051,1224.559921,0,0
0,0,1136.22533,1113.708669,1137.957381,93.530744,-93.530744,1.732051,1137.957381,0,0
0,0,1134.493279,1111.976618,1136.22533,142.028166,-142.028166,1.732051,1136.22533,0,0
0,6931.667332,1501.68805,1416.817561,-5424.783129,-6800.031471,-7054.642939,6929.935281,-5424.783129,-6928.20323,0
0,0,1060.015094,1049.622789,1061.747145,-36.373067,36.373067,1.732051,1061.747145,0,0
1.732051,696.284425,417.424245,424.352448,-273.664028,-694.552374,-689.356221,692.820323,-271.931977,-692.820323,0
0,0,505.758836,479.778074,507.490887,-3.464102,3.464102,1.732051,507.490887,0,0
0,0,509.222937,481.510125,510.954988,-60.621778,60.621778,1.732051,510.954988,0,0
0,0,384.515279,316.965298,386.24733,79.674337,-79.674337,1.732051,387.979381,0,0
0,0,381.051178,316.965298,382.783228,62.353829,-62.353829,1.732051,384.515279,0,0
0,0,507.490887,507.490887,509.222937,-71.014083,71.014083,1.732051,510.954988,0,0
0,0,318.697349,292.716586,320.429399,107.38715,-107.38715,1.732051,322.16145,0,0
0,5199.616524,1184.722752,957.824097,-4009.69762,-4931.148649,-5459.424145,5197.884474,-4007.965569,-5196.152423,0
1.732051,1215.899667,1139.689431,928.379233,-71.014083,-999.393316,-1423.745764,1212.435565,-67.549981,-1212.435565,0
0,0,930.111284,935.307436,931.843334,6.928203,-6.928203,1.732051,931.843334,0,1
0,34642.748202,800.207473,827.920286,-33839.076627,-34646.212304,-34634.087948,34642.748202,-33839.076627,-34641.016151,0
0,0,755.174152,791.547219,756.906203,-69.282032,69.282032,1.732051,756.906203,0,0
0,0,590.629325,658.179307,592.361376,-71.014083,71.014083,1.732051,592.361376,0,0
0,0,606.217783,670.303663,607.949833,-90.066642,90.066642,1.732051,607.949833,0,0
0,0,533.471649,609.681884,535.2037,-83.138439,83.138439,1.732051,535.2037,0,0
0,0,815.79593,607.949833,817.527981,490.170379,-490.170379,1.732051,817.527981,0,0
0,0,755.174152,791.547219,756.906203,-34.641016,34.641016,1.732051,756.906203,0,0
0,0,812.331829,587.165224,814.06388,311.769145,-311.769145,1.732051,814.06388,0,1
0,51963.256278,505.758836,484.974226,-51454.03334,-51980.576786,-51940.739617,51963.256278,-51454.03334,-51961.524227,0
0,0,911.058725,848.704896,912.790776,147.224319,-147.224319,1.732051,912.790776,0,0
0,0,1208.971464,1070.407399,1210.703514,259.807621,-259.807621,1.732051,1210.703514,0,0
0,0,1202.04326,1065.211247,1203.775311,209.578148,-209.578148,1.732051,1203.775311,0,0
0,0,1373.51629,1191.650956,1375.248341,206.114046,-206.114046,1.732051,1375.248341,0,1
0,103924.780505,1735.514909,1458.38678,-102185.801494,-103749.843373,-104094.521484,103924.780505,-102185.801494,-103923.048454,0
0,0,1236.684277,1091.192009,1238.416327,76.210236,-76.210236,1.732051,1238.416327,0,0
0,0,1087.727907,982.072808,1089.459958,124.707658,-124.707658,1.732051,1089.459958,0,0
0,0,1163.938143,1037.498434,1165.670193,38.105118,-38.105118,1.732051,1165.670193,0,0
0,0,1279.985547,1124.100974,1281.717598,190.525589,-190.525589,1.732051,1281.717598,0,0
1.732051,1562.309828,1354.463732,1179.5266,-202.649944,-1214.167616,-1901.791787,1558.845727,-200.917894,-1558.845727,0
1.732051,696.284425,1266.12914,1113.708669,575.040868,-571.576766,-812.331829,692.820323,576.772919,-692.820323,0
0,0,888.542064,833.116438,890.274115,-25.980762,25.980762,1.732051,890.274115,0,0
0,0,784.619016,756.906203,786.351067,39.837169,-39.837169,1.732051,786.351067,0,0
0,1735.514909,1028.83818,937.039487,-701.480577,-1598.682895,-1863.686669,1733.782858,-701.480577,-1732.050808,0
0,0,973.412554,912.790776,975.144605,-13.856406,13.856406,1.732051,975.144605,0,0
0,13863.334664,744.781847,739.585695,-9645.790947,-13852.942359,-10392.304845,10394.036896,-13109.892562,-10392.304845,0
0,0,628.734443,651.251104,630.466494,-25.980762,25.980762,1.732051,630.466494,0,0
0,0,531.739598,578.50497,533.471649,-27.712813,27.712813,1.732051,533.471649,0,0
0,0,633.930596,656.447256,635.662646,32.908965,-32.908965,1.732051,635.662646,0,0
3.464102,1214.167616,1430.673967,1259.200937,218.238402,-627.002392,-1797.868738,1210.703514,219.970453,-1212.435565,0
0,0,1758.03157,1508.616253,1759.76362,370.658873,-370.658873,1.732051,1759.76362,0,0
0,0,1390.836798,1229.756073,1392.568849,164.544827,-164.544827,1.732051,1392.568849,0,0
1.732051,-1.732051,1092.92406,1020.177926,1092.92406,117.779455,-119.511506,1.732051,1092.92406,0,0
1.732051,696.284425,841.776692,723.997238,150.68842,-429.5486,-954.359995,694.552374,152.420471,-692.820323,0
0,0,895.470268,760.370305,897.202318,180.133284,-180.133284,3.464102,897.202318,0,0
0,0,890.274115,756.906203,892.006166,273.664028,-273.664028,3.464102,892.006166,0,1
1.732051,69282.032303,1931.23665,1666.232877,-67350.795652,-69030.884936,-69533.17967,69283.764354,-67350.795652,-69282.032303,0
1.732051,-1.732051,983.804859,935.307436,983.804859,77.942286,-79.674337,1.732051,983.804859,0,0
1.732051,-1.732051,1020.177926,963.020249,1020.177926,93.530744,-95.262794,1.732051,1020.177926,0,0
0,1735.514909,914.522826,772.49466,-815.79593,-1441.066272,-2021.303292,1735.514909,-815.79593,-1732.050808,0
3.464102,867.757455,1664.500826,1477.439339,798.475422,-578.50497,-1153.545838,866.025404,800.207473,-866.025404,0
3.464102,521.347293,1512.080355,1357.927833,992.465113,-353.338365,-685.89212,519.615242,994.197164,-519.615242,0
1.732051,-1.732051,1712.998249,1515.544457,1712.998249,400.103737,-401.835787,1.732051,1712.998249,0,0
0,5203.080626,1383.908595,1073.871501,-2078.460969,-4731.962806,-3924.82713,3467.565717,-3810.511777,-3464.101615,0
1.732051,-1.732051,2102.70968,1820.385399,2102.70968,303.108891,-304.840942,1.732051,2102.70968,0,0
1.732051,-1.732051,1972.80587,1719.926452,1972.80587,581.969071,-583.701122,1.732051,1972.80587,0,0
1.732051,5197.884474,1612.539302,1221.095819,-3583.613121,-4723.302552,-5669.002293,5197.884474,-3583.613121,-5196.152423,0
1.732051,-1.732051,2830.17102,2390.230114,2830.17102,516.151141,-517.883191,1.732051,2830.17102,0,0
5.196152,1910.452041,2293.235269,2014.375089,1254.004785,-1697.409791,-1245.344531,1037.498434,391.443483,-1039.230485,0
1.732051,-1.732051,1770.155925,1363.123986,1770.155925,401.835787,-403.567838,1.732051,1771.887976,0,0
1.732051,-1.732051,1442.798323,1331.947071,1442.798323,39.837169,-41.569219,1.732051,1442.798323,0,0
3.464102,1040.962535,765.566457,691.088272,-273.664028,-985.53691,-1092.92406,1039.230485,-271.931977,-1039.230485,0
1.732051,-1.732051,1292.109902,1210.703514,1292.109902,43.30127,-45.033321,1.732051,1292.109902,0,0
1.732051,-1.732051,1700.873893,1539.793168,1700.873893,304.840942,-306.572993,1.732051,1700.873893,0,0
1.732051,1733.782858,3017.232507,2594.61211,1285.181699,-1188.186854,-2275.914761,1733.782858,1285.181699,-1732.050808,0
1.732051,-1.732051,2303.627574,2023.035343,2303.627574,278.86018,-280.592231,1.732051,2303.627574,0,0
0,0,1867.150771,1728.586706,1868.882821,15.588457,-15.588457,3.464102,1868.882821,0,0
1.732051,696.284425,1616.003403,1520.740609,924.915131,-616.610087,-767.298508,694.552374,926.647182,-692.820323,0
3.464102,2085.389172,1955.485362,1803.064891,744.781847,-1934.700752,-1352.731681,1212.435565,-117.779455,-1212.435565,0
3.464102,1912.184092,2792.065902,2497.617265,1754.567468,-1687.017487,-1254.004785,1039.230485,892.006166,-1039.230485,0
1.732051,523.079344,2192.776322,2000.518683,1674.893131,-240.755062,-796.743371,521.347293,1676.625182,-519.615242,0
1.732051,523.079344,2180.651967,1990.126378,1662.768775,-455.529362,-581.969071,521.347293,1664.500826,-519.615242,0
0,0,2095.781477,1919.112295,2097.513528,303.108891,-303.108891,3.464102,2097.513528,0,1
1.732051,55429.089944,3531.651597,3110.76325,-48429.87263,-54892.154193,-52493.263825,51963.256278,-51893.974246,-51961.524227,0
0,0,4089.371957,3651.163102,4091.104007,460.725515,-460.725515,3.464102,4091.104007,0,0
0,0,3500.474682,3150.600419,3502.206733,290.984536,-290.984536,3.464102,3502.206733,0,0
0,0,2490.689061,2293.235269,2492.421112,150.68842,-150.68842,3.464102,2492.421112,0,1
0,138565.796656,2499.349315,2298.431422,-136062.983239,-138363.146712,-138763.250448,138567.528707,-136062.983239,-138564.064606,0
1.732051,1733.782858,1385.640646,1188.186854,-346.410162,-1460.118831,-2003.982784,1733.782858,-346.410162,-1732.050808,0
1.732051,869.489505,2208.36478,2052.480207,1344.071427,-720.533136,-1009.785621,867.757455,1345.803477,-866.025404,0
0,12127.819755,1797.868738,1491.295745,-10324.754864,-11798.730101,-12448.249154,12127.819755,-10324.754864,-12124.355653,0
0,0,2812.850511,2566.899297,2814.582562,119.511506,-119.511506,3.464102,2814.582562,0,0
1.732051,-1.732051,2087.121223,1576.166235,2087.121223,431.280651,-433.012702,1.732051,2088.853274,0,0
3.464102,7279.809544,1493.027796,1177.794549,-5435.175434,-7044.250634,-7156.833937,6928.20323,-5778.121494,-6928.20323,0
1.732051,-1.732051,1463.582932,1449.726526,1463.582932,-31.176915,29.444864,1.732051,1463.582932,0,0
1.732051,-1.732051,2308.823726,2187.58017,2308.823726,103.923048,-105.655099,1.732051,2308.823726,0,0
1.732051,-1.732051,1541.525219,1519.008558,1541.525219,5.196152,-6.928203,1.732051,1541.525219,0,0
3.464102,521.347293,1487.831644,1472.243186,968.216401,-561.184462,-478.046023,519.615242,969.948452,-519.615242,0
3.464102,694.552374,1428.941916,1420.281662,736.121593,-749.978,-635.662646,692.820323,737.853644,-692.820323,0
1.732051,-1.732051,1350.99963,1352.731681,1350.99963,-69.282032,67.549981,1.732051,1350.99963,0,0
1.732051,-1.732051,1191.650956,1236.684277,1191.650956,-72.746134,71.014083,1.732051,1191.650956,0,0
1.732051,-1.732051,845.240794,928.379233,845.240794,-126.439709,124.707658,1.732051,845.240794,0,0
1.732051,-1.732051,1018.445875,1082.531755,1018.445875,-67.549981,65.817931,1.732051,1018.445875,0,1
1.732051,17320.508076,2547.846738,2443.923689,-14772.661338,-17107.465826,-17533.550325,17322.240126,-14772.661338,-17320.508076,0
1.732051,-1.732051,1150.081736,1092.92406,1150.081736,91.798693,-93.530744,1.732051,1150.081736,0,0
1.732051,8661.986089,1962.413565,1924.308447,-6697.840473,-8674.110444,-8646.397631,8661.986089,-6697.840473,-8660.254038,0
1.732051,3465.833666,1447.994475,1465.314983,-2016.10714,-3477.958022,-3450.245209,3465.833666,-2016.10714,-3464.101615,0
1.732051,-1.732051,1641.984166,1638.520064,1641.984166,-25.980762,24.248711,1.732051,1641.984166,0,0
1.732051,-1.732051,1491.295745,1176.062498,1491.295745,299.64479,-301.376841,1.732051,1493.027796,0,0
1.732051,-1.732051,555.988309,389.711432,555.988309,193.98969,-195.721741,1.732051,557.72036,0,0
1.732051,-1.732051,1054.818942,1118.904822,1054.818942,-84.87049,83.138439,1.732051,1054.818942,0,0
1.732051,-1.732051,1219.363769,1266.12914,1219.363769,-57.157677,55.425626,1.732051,1219.363769,0,0
1.732051,-1.732051,1344.071427,1378.712443,1344.071427,-67.549981,65.817931,1.732051,1344.071427,0,0
3.464102,6413.78414,1917.380244,1891.399482,-3278.772179,-6228.454704,-5374.553656,5196.152423,-4489.475693,-5196.152423,0
1.732051,-1.732051,2405.818572,2329.608336,2405.818572,69.282032,-71.014083,1.732051,2405.818572,0,0
1.732051,-1.732051,3665.019509,3457.173412,3665.019509,148.956369,-150.68842,1.732051,3665.019509,0,0
0,0,833.116438,495.366531,834.848489,493.63448,-493.63448,3.464102,836.58054,0,0
0,0,1172.598397,961.288198,1174.330448,190.525589,-190.525589,3.464102,1176.062498,0,0
0,0,1633.323912,1271.325293,1635.055962,232.094808,-232.094808,3.464102,1636.788013,0,0
0,0,1245.344531,1009.785621,1247.076581,150.68842,-150.68842,3.464102,1248.808632,0,0
0,0,439.940905,342.94606,441.672956,221.702503,-221.702503,3.464102,443.405007,0,0
0,0,1013.249722,853.901048,1014.981773,133.367912,-133.367912,3.464102,1016.713824,0,0
0,0,957.824097,815.79593,959.556147,34.641016,-34.641016,3.464102,961.288198,0,0
0,0,732.657492,665.10751,734.389542,55.425626,-55.425626,3.464102,736.121593,0,0
1.732051,1215.899667,303.108891,296.180688,-907.594623,-1155.277889,-1267.861191,1214.167616,-904.130522,-1212.435565,0
0,0,661.643408,623.538291,663.375459,29.444864,-29.444864,3.464102,665.10751,0,0
0,0,621.80624,597.557529,623.538291,5.196152,-5.196152,3.464102,625.270342,0,0
0,0,561.184462,555.988309,562.916512,-3.464102,3.464102,3.464102,564.648563,0,0
0,0,564.648563,557.72036,566.380614,-60.621778,60.621778,3.464102,568.112665,0,0
0,0,704.944679,654.715205,706.676729,81.406388,-81.406388,3.464102,708.40878,0,0
1.732051,869.489505,814.06388,729.19339,-50.229473,-815.79593,-914.522826,867.757455,-46.765372,-866.025404,0
0,0,561.184462,555.988309,562.916512,-25.980762,25.980762,3.464102,564.648563,0,0
0,0,55.425626,166.276878,57.157677,452.065261,-452.065261,1.732051,58.889727,0,0
0,0,519.615242,540.399852,521.347293,-76.210236,76.210236,1.732051,523.079344,0,0
0,0,452.065261,491.902429,453.797312,-107.38715,107.38715,1.732051,455.529362,0,0
0,0,427.816549,474.581921,429.5486,-41.569219,41.569219,1.732051,431.280651,0,0
0,0,370.658873,434.744753,372.390924,-72.746134,72.746134,1.732051,374.122974,0,0
0,0,306.572993,147.224319,308.305044,481.510125,-481.510125,1.732051,310.037095,0,0
0,0,443.405007,486.706277,445.137058,-20.78461,20.78461,1.732051,446.869108,0,0
0,0,509.222937,531.739598,510.954988,-51.961524,51.961524,1.732051,512.687039,0,0
0,0,168.008928,239.023011,169.740979,-46.765372,46.765372,1.732051,171.47303,0,0
0,0,413.960143,467.653718,415.692194,-50.229473,50.229473,1.732051,417.424245,0,0
1.732051,349.874263,434.744753,481.510125,90.066642,-377.587076,-313.501196,346.410162,93.530744,-346.410162,0
0,0,1267.861191,1314.626563,1269.593242,-39.837169,39.837169,1.732051,1269.593242,0,0
0,0,625.270342,680.695967,627.002392,-39.837169,39.837169,1.732051,627.002392,0,0
0,1735.514909,549.060106,618.342138,-1181.258651,-1764.959773,-1697.409791,1733.782858,-1181.258651,-1732.050808,1
3.464102,201797.775488,3793.191269,3587.077222,-152089.649362,-201496.398648,-156163.432861,155882.84063,-197985.531661,-155884.572681,0
1.732051,1042.694586,4193.295005,3950.807892,3155.796571,-763.834406,-1312.894512,1039.230485,3157.528622,-1039.230485,0
0,0,2747.032581,2658.69799,2748.764632,43.30127,-43.30127,1.732051,2748.764632,0,0
1.732051,1215.899667,2132.154544,2102.70968,921.45103,-1205.507362,-1217.631718,1212.435565,923.18308,-1212.435565,0
0,0,2003.982784,1986.662276,2005.714835,-43.30127,43.30127,1.732051,2005.714835,0,0
1.732051,869.489505,2513.205722,2447.387791,1648.912369,-762.102355,-968.216401,866.025404,1650.64442,-866.025404,0
1.732051,16461.410875,3734.301541,3552.436206,-11852.423676,-16121.928917,-15917.546922,15588.457268,-12716.717029,-15588.457268,0
3.464102,1565.77393,2686.410803,2605.004415,1648.912369,-1453.190628,-1141.421482,1037.498434,1132.761228,-1039.230485,0
1.732051,-1.732051,1458.38678,919.718979,1458.38678,251.147367,-252.879418,0,1458.38678,0,0
1.732051,349.874263,1373.51629,1416.817561,1028.83818,-419.156295,-271.931977,346.410162,1030.570231,-346.410162,0
1.732051,1042.694586,1803.064891,1809.993094,765.566457,-1039.230485,-1037.498434,1039.230485,767.298508,-1039.230485,0
0,6935.131434,3471.029818,3323.8055,-1723.390554,-6690.91227,-5429.979282,5197.884474,-3455.441361,-5196.152423,0
0,0,1292.109902,1231.488124,1293.841953,83.138439,-83.138439,1.732051,1293.841953,0,0
