@relation 'solar-flare_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.317largest_spot_size=K+0.309spot_distribution=C-0.286M-class_flares_production_by_this_region=0+0.27 Historically-complex+0.259Area...' numeric
@attribute 0.415spot_distribution=X+0.415class=H-0.372largest_spot_size=X-0.372class=B+0.284Area_of_the_largest_spot... numeric
@attribute -0.379spot_distribution=I-0.344largest_spot_size=A+0.253C-class_flares_production_by_this_region=1-0.249class=C+0.242class=B... numeric
@attribute 0.448Evolution=3-0.391class=C-0.356spot_distribution=O-0.334Evolution=2-0.258Evolution=1... numeric
@attribute 0.454C-class_flares_production_by_this_region=0-0.452C-class_flares_production_by_this_region=2-0.417M-class_flares_production_by_this_region=4+0.338Previous_24_hour_flare_activity_code-0.27C-class_flares_production_by_this_region=1... numeric
@attribute -0.54M-class_flares_production_by_this_region=1+0.484M-class_flares_production_by_this_region=0+0.403class=D-0.204class=F+0.199Area... numeric
@attribute 0.475Evolution=2-0.33Evolution=3-0.298Evolution=1+0.274largest_spot_size=A+0.263spot_distribution=I... numeric
@attribute -0.496C-class_flares_production_by_this_region=1+0.434M-class_flares_production_by_this_region=4+0.409C-class_flares_production_by_this_region=2-0.387largest_spot_size=H+0.261C-class_flares_production_by_this_region=0... numeric
@attribute '0.591largest_spot_size=R-0.41largest_spot_size=S+0.34 class=C-0.276class=D+0.237largest_spot_size=H...' numeric
@attribute -0.397largest_spot_size=R+0.354largest_spot_size=H-0.349M-class_flares_production_by_this_region=1-0.33largest_spot_size=A-0.288class=D... numeric
@attribute '-0.7class=E+0.474class=F-0.209largest_spot_size=A+0.19 class=D-0.188M-class_flares_production_by_this_region=2...' numeric
@attribute '0.527class=F-0.389class=D-0.37largest_spot_size=H+0.28 largest_spot_size=K+0.219class=E...' numeric
@attribute -0.515Evolution=1-0.399Activity+0.304Evolution=2-0.301Previous_24_hour_flare_activity_code+0.296M-class_flares_production_by_this_region=2... numeric
@attribute -0.469Evolution=1-0.425spot_distribution=I+0.306spot_distribution=O+0.296largest_spot_size=H+0.264largest_spot_size=A... numeric
@attribute '0.496M-class_flares_production_by_this_region=2-0.38largest_spot_size=K+0.336class=F+0.25 Area-0.235M-class_flares_production_by_this_region=1...' numeric
@attribute 0.409M-class_flares_production_by_this_region=2+0.381Evolution=1+0.366largest_spot_size=H-0.326largest_spot_size=S-0.321Activity... numeric
@attribute -0.438class=C+0.367class=F+0.365class=E-0.287largest_spot_size=A+0.274largest_spot_size=H... numeric
@attribute '-0.671Did_region_become_historically_complex+0.33 largest_spot_size=H+0.203class=E+0.202Evolution=1-0.191spot_distribution=X...' numeric
@attribute '0.46 Area+0.448Did_region_become_historically_complex-0.37Previous_24_hour_flare_activity_code-0.239Area_of_the_largest_spot-0.232M-class_flares_production_by_this_region=2...' numeric
@attribute 0.609Area_of_the_largest_spot-0.566Historically-complex+0.209Area-0.191M-class_flares_production_by_this_region=2-0.177Activity... numeric
@attribute X-class_flares_production_by_this_region {0,1}

@data
0.180085,-0.885273,-1.523587,0.797631,0.276628,0.340803,-0.734729,-0.151423,1.306365,1.340181,0.656412,0.675427,1.316819,-1.006002,-0.434308,-0.831351,-1.430023,0.286639,0.150473,-0.358605,0
-0.834459,0.197998,-1.235407,-1.864654,0.21209,0.532807,0.781568,0.256799,0.347287,-1.03339,-0.906148,0.458557,0.332932,1.674301,0.432384,0.771896,-1.1585,0.001713,-0.016159,0.916681,0
0.377582,0.44583,-1.797733,0.182449,0.361953,1.538931,2.15977,0.108166,-0.7391,-1.18269,-0.032239,-0.857729,0.412731,-0.695881,0.510384,0.566639,-0.489961,0.133506,0.111125,1.415439,0
-1.920631,-2.445533,0.675273,0.953765,0.023829,-0.333716,-0.50829,0.265796,-0.170634,0.253303,-0.115689,0.25592,-0.226712,0.847006,-0.287546,0.063161,0.301792,-0.319988,-0.533524,1.039209,0
-1.229355,-2.049163,-0.25931,2.073254,0.37706,-0.428542,0.399502,-0.097166,0.161032,1.126679,0.308107,0.013084,0.193111,-0.714783,0.121166,-0.169205,-0.507076,-0.386767,-0.238931,1.512471,0
1.182136,-3.495165,2.535977,0.334454,-2.430674,-3.505721,0.003283,-2.875024,-0.450359,-1.863849,-0.499475,0.311763,0.062023,0.119907,-0.445777,0.275013,-0.616561,-0.78829,-0.536352,0.936935,0
-0.708025,-1.211582,0.193284,0.23103,1.028756,-0.262178,2.145093,0.691993,-0.397362,1.20245,0.47333,0.434605,0.723532,-0.981575,-0.387996,0.517584,-0.968204,-0.221939,-0.631104,0.698344,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
0.453643,0.05686,-3.235587,0.567839,0.091487,0.198575,0.176942,-0.255015,0.453591,0.508253,-0.105947,0.467405,-0.207614,0.650196,0.4433,0.326885,-2.10763,-0.529148,-0.267748,-0.139652,0
4.350221,-0.465752,1.093468,-2.417368,-0.305547,-3.476423,2.889465,-5.330264,2.935468,1.095164,0.372626,-2.935876,0.033396,0.770452,0.127922,0.421255,0.058481,0.653635,-0.278404,0.778901,0
4.875271,-0.501582,0.460894,-0.631302,-1.041882,-3.820839,2.34478,-2.769085,-1.417862,-1.151248,3.250373,4.611309,1.331714,-1.293546,0.656072,1.023534,0.885344,0.406204,-0.369828,0.154903,0
-0.575115,0.434627,0.017474,-2.863399,1.407416,0.414503,-0.045117,0.206398,2.98313,-1.160836,0.328177,0.180047,-0.029601,0.493666,0.387268,-0.748062,0.652881,-0.845039,-1.013291,0.84136,0
-0.222053,0.088389,-1.100323,-0.521,0.814268,0.25384,1.49748,0.746089,-0.170979,-1.23735,-3.717626,1.143961,0.144357,0.737871,-0.254261,0.951408,1.350003,0.868204,0.480017,0.667706,0
-1.341544,0.556573,-0.794561,-3.068109,-0.510692,-0.46334,-2.654741,-0.098417,-0.487534,1.048837,-0.581101,0.104921,-1.500008,-1.215233,0.251157,0.983521,-0.441132,0.950977,0.030429,1.331337,0
0.974408,-0.091678,-2.86333,1.495452,-0.11188,1.299526,0.647352,-0.040686,-0.964461,-0.514424,0.344165,-0.606045,-0.547638,-0.158196,0.112588,0.353994,-0.630223,-0.330576,-0.435056,-0.114157,0
0.502889,-2.966132,1.269269,0.597737,0.614223,-4.234924,-0.49222,-0.386677,0.085211,-1.632863,0.033427,-1.268794,-0.681191,0.731312,-0.729271,-0.420343,-0.023276,-0.253519,0.395284,0.668897,0
-1.234012,-0.249374,-1.081635,-0.840564,-0.300476,0.494072,-1.917349,-0.470294,2.632222,-1.128148,0.209063,0.801518,0.245897,0.598799,0.010027,-0.468165,0.34182,-0.592257,0.165082,0.080871,0
0.634187,1.059029,-1.189991,-0.841508,0.167074,0.882282,1.105381,0.340911,-1.727795,0.492531,0.618249,-0.827435,1.224745,-1.390872,0.103454,-0.592414,0.140822,0.11693,0.030499,0.045765,0
-1.287607,3.134676,0.402348,3.263245,-0.470071,-0.155969,0.04682,-0.166885,0.300802,-1.264279,-0.513647,0.134669,-1.206145,1.26605,0.981223,-0.023545,-1.370645,1.653125,-1.570318,0.067216,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
-0.237633,-0.33951,-2.301004,-0.55165,-0.261744,0.293401,-0.730851,0.107947,0.121926,-0.365124,-0.529743,0.710241,-0.627437,2.211986,0.034588,0.55925,-1.298762,-0.462369,-0.562341,-0.612915,0
0.41474,-0.151753,-1.83143,1.385212,-0.421664,1.105741,0.589728,-2.580881,1.01812,1.905493,1.317807,-2.946103,0.830418,0.663767,-0.779911,1.441882,1.913294,1.768846,0.244463,0.655464,0
1.774752,-0.103873,-2.944942,1.379886,1.383086,-1.144738,1.60111,-0.434256,-0.944105,0.333347,2.734344,3.152939,-2.102106,0.894297,2.745804,0.354209,1.511228,0.073123,0.653085,-0.63359,0
1.919607,-1.357623,0.86801,0.513425,-2.007902,0.613901,-0.260245,-2.016129,0.288676,0.390386,-3.600323,2.962019,0.2413,-0.268754,-1.074681,-0.646147,1.829824,0.114795,-0.643658,0.092475,0
-1.222714,2.518776,0.578895,1.650649,-0.42816,-0.54812,-1.127336,-0.312658,-0.744177,0.698423,-0.082337,-0.292,-0.077266,0.309024,-0.015564,-0.335786,0.316737,-1.214827,0.819489,0.129824,0
2.696514,-0.277186,0.091238,1.2239,0.321924,2.201138,-1.784067,0.874765,-0.824069,0.007567,1.021223,0.279415,0.453408,0.338032,-2.602503,-0.359119,-0.388005,0.467276,-0.433083,-0.081663,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-1.011715,-2.518007,2.393843,-1.289625,2.539023,-0.600599,1.965765,1.029247,0.668687,0.495757,0.031193,-1.138536,-1.592442,0.279628,0.634426,-1.145656,0.536863,-0.393537,-0.665764,-0.124149,0
0.41533,-0.241715,-2.556828,1.760062,-0.200812,1.336047,0.530766,-0.360839,-0.572584,-0.886442,0.073352,-0.942647,-0.332664,-0.293643,0.566067,0.116922,-0.329528,-0.180949,0.034121,1.057705,0
0.453643,0.05686,-3.235587,0.567839,0.091487,0.198575,0.176942,-0.255015,0.453591,0.508253,-0.105947,0.467405,-0.207614,0.650196,0.4433,0.326885,-2.10763,-0.529148,-0.267748,-0.139652,0
-1.762656,4.062393,2.07431,1.132107,0.142894,0.211066,0.605911,0.044032,2.252705,-1.951534,0.390382,0.647466,0.19761,-0.613929,0.447499,-0.364171,-0.19119,1.688065,-1.23507,-0.053126,0
-1.361857,-0.175951,-0.820318,-3.11463,0.060192,0.326743,-2.221612,0.208742,1.896125,-0.315047,0.577821,0.900319,-2.023558,-2.319858,-0.540292,1.822929,-0.639293,0.763572,-0.01395,-1.535352,0
2.365045,-0.102166,-1.460576,0.442559,1.471756,0.557127,1.335884,-2.123967,1.57178,2.857906,1.58293,-3.813484,-1.555733,1.226844,-0.442354,0.023865,2.313979,0.856427,-0.989065,-0.622926,0
4.87855,-0.021874,-0.284018,-0.514455,3.118082,-3.997789,1.77059,0.524553,0.942675,-0.368922,-1.874186,-0.173361,0.123241,-1.435043,-1.825534,-1.174723,1.069654,0.442403,-0.627199,0.0253,0
1.237054,-0.335313,-1.670622,2.129018,0.730865,0.019511,-0.234298,0.180182,0.727799,1.177914,-2.413229,1.636221,1.068192,-1.349662,-1.307572,-0.648394,1.384356,0.778343,0.091544,0.806983,0
-1.136932,0.661161,-0.321164,-2.624,-0.071722,-0.087322,-0.389407,0.169391,-0.249531,0.269813,-0.526473,0.152249,1.35992,0.843863,0.478932,-0.624229,-0.227023,0.134764,0.372393,0.718869,0
4.070343,-0.903126,1.695288,0.727796,-2.063612,2.700703,-0.902222,-1.684508,-0.931527,0.093415,0.257925,1.362377,0.046339,-0.142849,-1.960899,-0.589238,-0.751405,-0.26305,-0.873693,-0.322909,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-1.011715,-2.518007,2.393843,-1.289625,2.539023,-0.600599,1.965765,1.029247,0.668687,0.495757,0.031193,-1.138536,-1.592442,0.279628,0.634426,-1.145656,0.536863,-0.393537,-0.665764,-0.124149,0
-0.019341,-0.024885,-1.014504,-0.383384,-0.748922,0.774223,-1.431415,0.234868,-1.892944,-0.084597,0.300044,-0.669517,0.059527,0.573155,-0.249575,-0.809766,1.110123,-0.130746,-0.341097,-0.785232,0
-1.357542,2.295785,0.57752,1.856472,-0.09415,0.236159,-1.026274,-0.483337,1.97106,-0.995786,0.547609,0.442187,-0.445895,-0.338279,-0.540153,0.269996,0.725147,-1.627393,0.689182,-0.15044,0
-0.361163,2.205649,-0.641849,2.145385,-0.055418,0.035488,0.160225,0.094904,-0.539236,-0.232762,-0.191197,0.35091,-1.319228,1.274909,-0.515592,1.297411,-0.915435,-1.497505,-0.038241,-0.844225,0
-1.762656,4.062393,2.07431,1.132107,0.142894,0.211066,0.605911,0.044032,2.252705,-1.951534,0.390382,0.647466,0.19761,-0.613929,0.447499,-0.364171,-0.19119,1.688065,-1.23507,-0.053126,0
-1.222714,2.518776,0.578895,1.650649,-0.42816,-0.54812,-1.127336,-0.312658,-0.744177,0.698423,-0.082337,-0.292,-0.077266,0.309024,-0.015564,-0.335786,0.316737,-1.214827,0.819489,0.129824,0
-0.542736,0.146996,-2.016217,0.278925,0.052755,0.399247,-1.009557,-0.833256,2.963887,-0.254772,0.632859,0.558682,0.66572,-0.962991,0.418739,-0.70053,-0.467048,-0.659037,0.459674,0.554133,0
1.789134,0.208427,-0.147043,-1.880729,-1.952136,0.670719,2.746754,-4.565324,1.770321,3.089788,0.269619,-0.36817,1.293795,0.724487,-0.316757,1.871444,-0.388639,1.004776,-0.421013,-0.425404,0
2.809108,-0.430659,-3.02563,1.489501,0.654758,-4.58667,0.844496,-0.944878,-1.544485,-2.186488,3.344252,2.623414,-0.256018,0.517554,1.587858,1.721655,0.726388,0.530703,0.59984,0.014665,0
2.490714,-0.282183,-1.639782,1.631587,1.479158,-0.246649,0.26863,0.429409,0.764034,1.866767,-2.372811,1.475229,-0.297066,-1.083691,-1.402941,-1.336797,1.313547,0.43316,0.113393,-0.874162,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
4.425452,-0.700879,0.347892,1.100694,0.252957,-1.470432,-2.154339,0.293217,-0.996337,-2.195434,1.400734,-0.747705,1.149212,0.091813,-3.402338,0.082852,-0.942959,0.729301,0.004698,0.05731,1
0.671936,0.371485,-1.949087,0.736105,-0.395692,0.679397,-0.523623,-0.128094,-1.561279,0.788779,0.72384,-0.912353,0.47935,-0.988634,0.159137,-1.042131,0.301254,-0.197525,-0.046504,-0.311969,0
1.367775,1.781957,-0.385195,2.022179,-0.124385,-3.636082,-0.210047,-0.486644,-0.711504,-2.435763,0.188314,-0.67621,-0.623424,1.02869,-1.315427,1.739382,-1.470388,-1.23548,0.399541,-0.705253,1
-2.207219,3.402824,2.35643,1.144374,0.290835,0.253391,0.821392,0.201717,2.313005,-1.993226,0.648545,0.372074,0.257662,-1.206699,0.634118,-0.367616,-0.497066,2.062853,-0.679964,-1.46769,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-1.920631,-2.445533,0.675273,0.953765,0.023829,-0.333716,-0.50829,0.265796,-0.170634,0.253303,-0.115689,0.25592,-0.226712,0.847006,-0.287546,0.063161,0.301792,-0.319988,-0.533524,1.039209,0
-0.275972,0.437996,-0.816511,-2.504114,0.08017,0.265981,0.957116,-1.643089,1.546113,2.130564,0.609121,-1.208296,1.28104,2.767158,-1.367074,2.333928,0.783628,1.801882,-0.274996,-0.657421,0
4.200335,-0.531109,-2.348274,0.811458,2.459245,-5.098763,1.474066,-0.808118,-0.598948,-1.606094,3.338561,1.41943,-2.427195,0.945184,2.378894,0.066566,1.427767,-0.232089,-0.16451,-0.091863,0
4.517093,-0.66195,0.11072,1.516735,1.058502,-2.850349,-1.908837,0.568178,-0.096551,-1.376717,-1.860857,1.011149,1.300662,-0.036225,-3.758271,0.235256,0.088137,1.39722,0.668183,-0.217161,0
-1.099184,-0.026383,-1.08026,-1.046387,-0.634487,-0.290207,-2.018412,-0.299615,-0.083015,0.566061,-0.420883,0.067331,0.614525,1.246101,0.534616,-1.073946,-0.06659,-0.179691,0.295389,0.361134,0
6.48253,-0.874426,2.522482,1.229556,-2.895562,2.918798,-0.857893,3.509214,1.128943,1.265906,0.99759,0.497852,-2.41756,1.625189,-0.185382,-0.990691,-1.09944,2.124372,4.105424,-0.019467,0
-0.577854,0.811197,-0.627666,-2.888611,0.01721,-0.123843,-0.272821,0.489544,-0.641408,0.641832,-0.25566,0.488851,1.144947,0.979309,0.025453,-0.387157,-0.527717,-0.014863,-0.096785,-0.452993,0
-1.157246,-0.071363,-0.346922,-2.670521,0.499162,0.702761,0.043722,0.47655,2.134128,-1.094071,0.632449,0.947647,0.83637,-0.260763,-0.312516,0.215179,-0.425183,-0.052641,0.328013,-2.147821,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-1.357542,2.295785,0.57752,1.856472,-0.09415,0.236159,-1.026274,-0.483337,1.97106,-0.995786,0.547609,0.442187,-0.445895,-0.338279,-0.540153,0.269996,0.725147,-1.627393,0.689182,-0.15044,0
0.506971,-0.202786,-2.794,2.176103,0.604733,-0.043871,0.776268,-0.085879,0.327202,-0.067726,-3.188239,0.816207,-0.181215,-0.421681,0.210135,0.269326,0.701567,0.48697,0.697606,0.783234,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
0.030947,2.571906,0.609735,1.153218,0.320132,-0.81428,-0.624408,-0.06343,-0.707941,1.387276,-0.041919,-0.452993,-1.442523,0.574995,-0.110933,-1.024188,0.245929,-1.560009,0.841337,-1.551321,0
2.419529,0.534345,-1.664051,-0.344164,3.060918,-0.3896,3.151428,0.84004,0.714346,0.588439,-3.028707,0.033743,-1.82197,-0.260842,0.492008,-0.698974,0.94182,-0.110994,-0.458918,-0.137422,0
3.132213,-0.123672,0.386022,-0.20931,-1.002974,0.685439,2.393138,-1.589932,0.061948,1.339533,-3.011304,3.140704,1.191544,-2.097335,-1.175131,-0.191724,0.559829,0.212844,-0.741239,-0.24839,0
-1.222714,2.518776,0.578895,1.650649,-0.42816,-0.54812,-1.127336,-0.312658,-0.744177,0.698423,-0.082337,-0.292,-0.077266,0.309024,-0.015564,-0.335786,0.316737,-1.214827,0.819489,0.129824,0
8.074268,-1.061947,3.466614,1.267792,3.588246,1.687801,-4.254861,2.471431,0.786823,0.34235,0.234298,-2.010368,0.839227,0.995322,3.465066,2.040994,-0.30245,-0.477363,-0.185321,-0.357596,0
-0.331141,0.547998,-1.280129,-1.756855,0.518382,-0.176344,0.850452,0.284267,-0.249443,1.473515,0.426299,-0.029376,1.624822,-1.17525,0.620785,-0.622968,-1.642461,0.293146,0.752913,-1.394294,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
1.066049,-0.052749,-3.100502,1.911493,0.693665,-0.080392,0.892854,0.234274,-0.064675,0.304293,-2.917426,1.152809,-0.396189,-0.286234,-0.243344,0.506397,0.400873,0.337343,0.228429,-0.388627,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
0.331172,2.760667,1.240624,0.520686,0.633479,0.301754,0.778664,0.82997,-0.305156,0.71663,0.478222,1.255843,0.675573,-0.055311,-2.088983,0.829409,-0.393079,-0.891677,-0.567299,-0.462742,0
4.077644,-0.358137,-0.394226,1.267375,2.657469,0.075563,-0.485999,0.840282,-0.217993,1.981351,4.520764,4.285868,-0.943742,1.02447,2.820458,0.104356,1.631901,1.003478,1.09248,1.57018,0
4.148467,0.110653,-1.407397,-0.46737,2.991951,-4.06117,2.781156,0.258493,0.542078,-1.614562,-2.649196,-0.993376,-1.126166,-0.507061,-0.307827,-0.257003,0.386866,0.151031,-0.021136,0.00155,0
-0.920831,2.145575,0.39005,2.035145,-0.365201,-0.158297,0.102601,-2.445292,1.443345,2.187155,0.782444,-1.989148,0.058828,2.096872,-1.408091,2.3853,1.628082,0.601918,0.641278,-0.074604,0
6.297923,-0.527588,4.216391,-0.935664,-0.178999,3.883685,0.179695,-0.556562,-0.433727,0.56964,0.478247,1.471409,-0.578982,0.477012,-0.140926,-0.592989,-1.485674,0.866513,2.486197,0.793524,0
-0.237633,-0.33951,-2.301004,-0.55165,-0.261744,0.293401,-0.730851,0.107947,0.121926,-0.365124,-0.529743,0.710241,-0.627437,2.211986,0.034588,0.55925,-1.298762,-0.462369,-0.562341,-0.612915,0
1.237054,-0.335313,-1.670622,2.129018,0.730865,0.019511,-0.234298,0.180182,0.727799,1.177914,-2.413229,1.636221,1.068192,-1.349662,-1.307572,-0.648394,1.384356,0.778343,0.091544,0.806983,0
-0.701384,3.356357,1.031489,-0.191575,0.223536,-0.381757,0.618254,0.476501,-1.30257,0.774193,0.082886,0.12952,0.453155,0.042232,-0.524727,0.351003,-0.14439,-1.049998,0.427315,-0.684303,0
0.048672,0.747371,-0.674364,-1.843743,0.649448,-1.237518,0.765006,0.381229,-2.467217,0.150091,2.815028,3.67198,0.400738,1.092886,1.969847,0.565642,2.861254,0.782964,0.333022,-0.437647,0
3.243571,0.252655,-1.334829,0.192561,-2.623542,-0.369583,4.381462,2.607863,1.485618,0.810745,-3.602958,0.934455,-2.301329,-0.292889,0.600548,-0.147463,0.332728,1.298231,2.05208,-1.236681,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
9.410349,-1.000342,5.82976,-0.805926,1.765475,2.39025,-1.744011,0.381164,0.51285,0.13195,-0.63459,-0.842488,1.177553,0.112203,4.050986,2.260593,-0.826282,-0.893235,-0.548927,-0.241108,0
-0.905996,3.251768,0.558092,-0.635684,-0.215434,-0.757774,-1.64708,0.208693,-1.540573,1.553217,0.028258,0.082192,-2.406773,-2.016863,-0.752503,1.958753,-0.3585,-0.233785,0.085351,-0.071835,0
0.204499,0.260377,-1.879757,1.416757,0.320922,-0.664,-0.394707,-0.173288,-0.269616,1.235478,-2.808565,0.509898,0.845773,-1.252119,0.256684,-1.126799,1.633045,0.620021,1.086158,0.585422,0
-0.701384,3.356357,1.031489,-0.191575,0.223536,-0.381757,0.618254,0.476501,-1.30257,0.774193,0.082886,0.12952,0.453155,0.042232,-0.524727,0.351003,-0.14439,-1.049998,0.427315,-0.684303,0
0.048672,0.747371,-0.674364,-1.843743,0.649448,-1.237518,0.765006,0.381229,-2.467217,0.150091,2.815028,3.67198,0.400738,1.092886,1.969847,0.565642,2.861254,0.782964,0.333022,-0.437647,0
3.154718,0.177446,0.441428,-2.346206,2.354909,-4.586473,0.702389,0.534047,-0.386405,-1.184735,-2.693317,-1.056848,-0.519001,0.22429,-0.669991,-1.420763,2.127211,0.350861,0.072823,-0.669524,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
8.026861,-0.95128,4.473046,-1.05887,-0.247967,0.212115,-0.190577,-1.13811,-0.605994,-1.63336,0.857759,0.444289,0.116822,0.230793,-0.940761,-0.151018,-2.040627,1.128537,2.923978,0.932496,0
-0.701384,3.356357,1.031489,-0.191575,0.223536,-0.381757,0.618254,0.476501,-1.30257,0.774193,0.082886,0.12952,0.453155,0.042232,-0.524727,0.351003,-0.14439,-1.049998,0.427315,-0.684303,0
-0.577854,0.811197,-0.627666,-2.888611,0.01721,-0.123843,-0.272821,0.489544,-0.641408,0.641832,-0.25566,0.488851,1.144947,0.979309,0.025453,-0.387157,-0.527717,-0.014863,-0.096785,-0.452993,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-1.59008,3.597839,1.31659,2.503898,-0.753883,-0.776098,-1.124155,-0.254294,-0.296015,0.038924,-0.133973,-0.171639,-0.179156,0.435611,1.027771,-1.41967,-0.439168,1.786176,-1.181767,-0.130596,0
-0.701384,3.356357,1.031489,-0.191575,0.223536,-0.381757,0.618254,0.476501,-1.30257,0.774193,0.082886,0.12952,0.453155,0.042232,-0.524727,0.351003,-0.14439,-1.049998,0.427315,-0.684303,0
1.069355,-0.546026,-1.828578,0.559183,0.999796,-0.215204,0.371404,0.526311,0.031772,-0.252249,-3.571617,0.89805,-1.966295,1.40608,-0.293946,-0.186712,1.439627,0.208567,0.424862,-1.371174,0
-1.222714,2.518776,0.578895,1.650649,-0.42816,-0.54812,-1.127336,-0.312658,-0.744177,0.698423,-0.082337,-0.292,-0.077266,0.309024,-0.015564,-0.335786,0.316737,-1.214827,0.819489,0.129824,0
6.994569,-0.531131,4.556405,-1.380886,0.966127,3.601231,0.422922,-0.348876,0.083698,0.8332,0.702952,0.76502,-1.599875,0.774117,0.291999,-1.322604,-1.01418,0.299276,1.230821,1.19628,1
-0.663635,2.668812,0.272393,1.386039,-0.339229,-0.584641,-1.01075,0.007495,-1.136054,1.070441,0.188477,0.044602,-0.29224,0.44447,-0.469043,-0.098714,0.016042,-1.364454,0.350311,-1.042038,0
-0.275381,0.348034,-1.541909,-2.129264,0.301021,0.496286,0.898154,0.576953,-0.04459,-0.661372,-0.635334,0.79516,0.117958,1.809748,-0.021096,1.008967,-1.459194,-0.147914,-0.485337,-0.255181,0
-0.275946,-0.638085,-1.622246,0.640573,-0.554042,1.430872,-0.377027,0.002123,-0.904249,-1.759819,-0.350444,-0.699811,-0.752488,1.268147,0.157355,0.349287,0.47934,-0.11417,-0.260471,0.584442,0
-0.578419,-0.174922,-0.708003,-0.118774,-0.837854,0.810744,-1.548001,-0.085285,-1.501067,-0.456616,0.02923,-1.006119,0.274501,0.437708,0.203904,-1.046838,1.410817,0.018881,0.12808,0.38663,0
-0.08582,0.703065,-0.761049,-3.777941,0.723366,-0.782315,-2.294928,0.429423,-0.361987,1.684416,-0.085583,-0.264866,-2.735875,-0.782681,0.230603,0.490978,-0.270333,0.234113,-1.694125,0.56223,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
5.658488,-0.592736,2.19326,0.692832,2.788898,2.898781,-2.087927,1.741391,0.357671,1.0436,1.571841,-0.40286,-1.938201,1.657236,-0.293921,-1.542202,-0.490348,0.715148,1.594427,1.079791,0
-0.712682,0.588206,-0.629041,-2.682788,0.351221,0.660436,-0.171759,0.318865,2.073828,-1.052378,0.374286,1.223038,0.776318,0.332007,-0.499136,0.218624,-0.119307,-0.427429,-0.227092,-0.733257,0
-0.713247,-0.397913,-0.709378,0.087049,-0.503843,1.595023,-1.446939,-0.255965,1.21417,-2.150825,0.659176,-0.271933,-0.094128,-0.209594,-0.320685,-0.441056,1.819227,-0.393685,-0.002227,0.106366,0
